sample_id,category,mode,first_condition,second_condition,second_wrong_or_no_answer_to_first_correct,second_correct_to_first_wrong,second_protocol_violation_to_first_valid_answer,second_no_answer_to_first_answer
TPROMPT6eca86c3bd8c,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT6f5246e7919d,Color Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT6f5246e7919d,Color Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT6f5246e7919d,Color Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT6f5246e7919d,Color Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT6f5246e7919d,Color Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT6f5246e7919d,Color Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT70cc4aa9b0ad,Occluded Object Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT70cc4aa9b0ad,Occluded Object Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT70cc4aa9b0ad,Occluded Object Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT70cc4aa9b0ad,Occluded Object Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT70cc4aa9b0ad,Occluded Object Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT70cc4aa9b0ad,Occluded Object Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT72757d5fd7cc,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT72757d5fd7cc,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT72757d5fd7cc,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT72757d5fd7cc,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT72757d5fd7cc,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT72757d5fd7cc,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT732a4ca03c30,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT732a4ca03c30,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT732a4ca03c30,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT732a4ca03c30,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT732a4ca03c30,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT732a4ca03c30,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT7497e337e5af,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT7497e337e5af,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT7497e337e5af,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT7497e337e5af,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT7497e337e5af,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT7497e337e5af,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT76d13ba158b2,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT76d13ba158b2,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT76d13ba158b2,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT76d13ba158b2,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT76d13ba158b2,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT76d13ba158b2,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT77a09000c1fe,Occluded Object Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT77a09000c1fe,Occluded Object Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT77a09000c1fe,Occluded Object Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT77a09000c1fe,Occluded Object Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT77a09000c1fe,Occluded Object Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT77a09000c1fe,Occluded Object Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT84ed52046338,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,True
TPROMPT84ed52046338,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,True
TPROMPT84ed52046338,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT84ed52046338,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT84ed52046338,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,True
TPROMPT84ed52046338,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,True
TPROMPT8b7f32c7243b,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT8b7f32c7243b,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT8b7f32c7243b,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,True,False,False
TPROMPT8b7f32c7243b,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,True,False,False
TPROMPT8b7f32c7243b,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT8b7f32c7243b,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT8cdd00c71c72,Color Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT8cdd00c71c72,Color Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT8cdd00c71c72,Color Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT8cdd00c71c72,Color Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT8cdd00c71c72,Color Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT8cdd00c71c72,Color Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT91f41b6832c0,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT91f41b6832c0,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT91f41b6832c0,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,True
TPROMPT91f41b6832c0,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,True
TPROMPT91f41b6832c0,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,True
TPROMPT91f41b6832c0,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,True
TPROMPT922f3a55568b,Color Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT922f3a55568b,Color Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT922f3a55568b,Color Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT922f3a55568b,Color Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT922f3a55568b,Color Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT922f3a55568b,Color Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9309f58a65aa,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9309f58a65aa,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9309f58a65aa,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9309f58a65aa,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9309f58a65aa,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9309f58a65aa,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9404003b799f,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9404003b799f,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9404003b799f,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9404003b799f,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9404003b799f,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9404003b799f,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT98301a2c2575,Color Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT98301a2c2575,Color Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT98301a2c2575,Color Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT98301a2c2575,Color Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT98301a2c2575,Color Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT98301a2c2575,Color Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9c0f30434600,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9c0f30434600,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9c0f30434600,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9c0f30434600,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9c0f30434600,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9c0f30434600,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9cb8bd6915b4,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9cb8bd6915b4,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9cb8bd6915b4,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9cb8bd6915b4,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9cb8bd6915b4,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9cb8bd6915b4,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9cfcac6766a6,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9cfcac6766a6,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9cfcac6766a6,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,True
TPROMPT9cfcac6766a6,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,True
TPROMPT9cfcac6766a6,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9cfcac6766a6,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9ee217718764,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9ee217718764,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9ee217718764,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9ee217718764,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9ee217718764,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9ee217718764,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9fae2cd40e06,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9fae2cd40e06,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPT9fae2cd40e06,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9fae2cd40e06,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPT9fae2cd40e06,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPT9fae2cd40e06,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTa10064d97f46,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTa10064d97f46,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTa10064d97f46,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTa10064d97f46,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTa10064d97f46,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTa10064d97f46,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTa4c5c9ce4d5e,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTa4c5c9ce4d5e,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTa4c5c9ce4d5e,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTa4c5c9ce4d5e,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTa4c5c9ce4d5e,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTa4c5c9ce4d5e,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTa959e892eec9,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTa959e892eec9,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTa959e892eec9,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTa959e892eec9,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTa959e892eec9,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTa959e892eec9,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTb47e9914e0a5,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTb47e9914e0a5,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTb47e9914e0a5,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTb47e9914e0a5,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTb47e9914e0a5,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTb47e9914e0a5,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTb597efb6724c,Occluded Object Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTb597efb6724c,Occluded Object Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTb597efb6724c,Occluded Object Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTb597efb6724c,Occluded Object Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTb597efb6724c,Occluded Object Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTb597efb6724c,Occluded Object Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTb732c7fab386,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTb732c7fab386,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTb732c7fab386,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTb732c7fab386,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTb732c7fab386,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTb732c7fab386,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTb7d16105e70e,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTb7d16105e70e,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTb7d16105e70e,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTb7d16105e70e,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTb7d16105e70e,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTb7d16105e70e,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTb81e20c2db71,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTb81e20c2db71,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTb81e20c2db71,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTb81e20c2db71,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTb81e20c2db71,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTb81e20c2db71,Entity Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTbbf9cdc186ad,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,True,True
TPROMPTbbf9cdc186ad,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,True,True
TPROMPTbbf9cdc186ad,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,True,True
TPROMPTbbf9cdc186ad,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,True,True
TPROMPTbbf9cdc186ad,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,True,True
TPROMPTbbf9cdc186ad,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,True,True
TPROMPTbcd9c95a3af1,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTbcd9c95a3af1,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTbcd9c95a3af1,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTbcd9c95a3af1,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTbcd9c95a3af1,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTbcd9c95a3af1,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTbf5dc4466ea8,Color Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTbf5dc4466ea8,Color Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTbf5dc4466ea8,Color Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTbf5dc4466ea8,Color Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTbf5dc4466ea8,Color Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTbf5dc4466ea8,Color Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTc15623bda4f1,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTc15623bda4f1,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTc15623bda4f1,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTc15623bda4f1,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTc15623bda4f1,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTc15623bda4f1,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTc7c603ad3a9e,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTc7c603ad3a9e,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTc7c603ad3a9e,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTc7c603ad3a9e,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTc7c603ad3a9e,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTc7c603ad3a9e,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTcb89849b96c2,Color Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTcb89849b96c2,Color Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTcb89849b96c2,Color Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTcb89849b96c2,Color Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTcb89849b96c2,Color Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTcb89849b96c2,Color Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTce33bd920c2d,Color Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTce33bd920c2d,Color Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTce33bd920c2d,Color Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTce33bd920c2d,Color Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTce33bd920c2d,Color Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTce33bd920c2d,Color Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTd27b2a205b7d,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTd27b2a205b7d,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTd27b2a205b7d,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTd27b2a205b7d,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTd27b2a205b7d,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTd27b2a205b7d,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTd71e0ba6af48,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTd71e0ba6af48,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTd71e0ba6af48,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTd71e0ba6af48,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTd71e0ba6af48,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTd71e0ba6af48,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTd79d39cab392,Spatial Relationship,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTd79d39cab392,Spatial Relationship,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTd79d39cab392,Spatial Relationship,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTd79d39cab392,Spatial Relationship,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTd79d39cab392,Spatial Relationship,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTd79d39cab392,Spatial Relationship,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTd8cea30a3f40,Occluded Object Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTd8cea30a3f40,Occluded Object Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTd8cea30a3f40,Occluded Object Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTd8cea30a3f40,Occluded Object Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTd8cea30a3f40,Occluded Object Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTd8cea30a3f40,Occluded Object Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTd9dea78fc2c2,OCR Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTd9dea78fc2c2,OCR Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTd9dea78fc2c2,OCR Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTd9dea78fc2c2,OCR Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTd9dea78fc2c2,OCR Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTd9dea78fc2c2,OCR Recognition,lenient,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
TPROMPTe2ae8879903b,Entity Recognition,strict,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTe2ae8879903b,Entity Recognition,lenient,O_oracle_top2_direct,F_full_direct,False,False,False,False
TPROMPTe2ae8879903b,Entity Recognition,strict,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTe2ae8879903b,Entity Recognition,lenient,O_oracle_top2_direct,R_recent_top2_direct,False,False,False,False
TPROMPTe2ae8879903b,Entity Recognition,strict,O_oracle_top2_direct,X_random_top2_direct,False,False,False,False
