seed,sample_id,category,condition,k_irrelevant,image_path,question,options_shuffled,gt_answer_letter,gt_answer_text,gt_bbox_xywh,gt_position,num_tool_turns,num_images,crop_bboxes_xyxy,crop_kinds_in_order,crop_sizes_in_order,full_image_hash,gt_crop_hash,full_image_visual_tokens,gt_crop_visual_tokens,input_token_count,estimated_visual_token_count,max_new_tokens,output_token_count,finish_reason,model_raw_output,pred_answer_letter,pred_answer_text,valid,correct,inference_time_sec,error
42,GPT4V-hard/17,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,"Based on that street nameplate, what is the name of the street ahead?","[""The name of the street ahead is Pine Street."", ""The name of the street ahead is Maple Avenue."", ""The name of the street ahead is Spruce Street."", ""The name of the street ahead is Gambier Street.""]",D,The name of the street ahead is Gambier Street.,"[2101.0, 1440.0, 79.0, 27.0]",7,9,10,"[[776, 1093, 859, 1131], [2241, 613, 2339, 644], [3579, 1818, 3661, 1837], [1344, 635, 1446, 660], [3326, 185, 3429, 213], [2455, 1597, 2546, 1632], [2101, 1440, 2180, 1467], [1609, 2007, 1706, 2032], [714, 963, 804, 989]]","[""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""gt"", ""irrelevant"", ""irrelevant""]","[[448, 205], [448, 142], [448, 104], [448, 110], [448, 122], [448, 172], [448, 153], [448, 115], [448, 129]]",77fbaf3774756d63405e9bb4c4ba7bb2feeb9b6a646772f068c018e1eb967f47,c1bb576dd37c9734f7457aedfd0ce3735ca2fda44c1da2b4666d056e15eadb99,57200,320,15637,60016,64,2,eos,D,D,The name of the street ahead is Gambier Street.,True,True,31.4567,
42,GPT4V-hard/18,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,"[574.0, 655.0, 43.0, 117.0]",,0,1,[],[],[],58b6f5d07d3d3ebe23a1a5f4f036500e02947ffa0becb67d912e18af0e5e7406,f58d7a57708c0d7c9bac18186f653d621ccdd8c21ad7216f6f4d45fc7443a65d,7956,384,2121,7956,64,2,eos,D,D,The color of the dog is black.,True,True,1.4915,
42,GPT4V-hard/18,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,"[574.0, 655.0, 43.0, 117.0]",1,1,2,"[[574, 655, 617, 772]]","[""gt""]","[[165, 448]]",58b6f5d07d3d3ebe23a1a5f4f036500e02947ffa0becb67d912e18af0e5e7406,f58d7a57708c0d7c9bac18186f653d621ccdd8c21ad7216f6f4d45fc7443a65d,7956,384,2268,8340,64,2,eos,D,D,The color of the dog is black.,True,True,1.6073,
42,GPT4V-hard/18,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,What is the color of the dog?,"[""The color of the dog is white."", ""The color of the dog is gray."", ""The color of the dog is brown."", ""The color of the dog is black.""]",D,The color of the dog is black.,"[574.0, 655.0, 43.0, 117.0]",3,9,10,"[[829, 1084, 902, 1216], [369, 810, 428, 934], [574, 655, 617, 772], [256, 371, 296, 511], [642, 90, 688, 233], [163, 693, 210, 902], [221, 907, 261, 1052], [136, 467, 182, 612], [809, 298, 859, 400]]","[""irrelevant"", ""irrelevant"", ""gt"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant""]","[[248, 448], [213, 448], [165, 448], [128, 448], [144, 448], [101, 448], [124, 448], [142, 448], [220, 448]]",58b6f5d07d3d3ebe23a1a5f4f036500e02947ffa0becb67d912e18af0e5e7406,f58d7a57708c0d7c9bac18186f653d621ccdd8c21ad7216f6f4d45fc7443a65d,7956,384,3446,11412,64,2,eos,D,D,The color of the dog is black.,True,True,2.5042,
42,GPT4V-hard/19,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,Which company does that little doll belong to?,"[""The little doll belongs to Intel."", ""The little doll belongs to Rubbermaid."", ""The little doll belongs to Nvidia."", ""The little doll belongs to Tencent.""]",A,The little doll belongs to Intel.,"[2107.0, 1395.0, 123.0, 207.0]",,0,1,[],[],[],bc9374b90e8e2b7906dbe9d3f3c6eea4b9fd11b04461769f32e9b7a6774e0f2d,b0289ea6ad9a0f387be0c01d5a40b2a35eebeaa4f0aa8816863cc5e447ff92f5,61004,640,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 6.93 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 13.15 GiB is allocated by PyTorch, and 6.37 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/19,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,Which company does that little doll belong to?,"[""The little doll belongs to Intel."", ""The little doll belongs to Rubbermaid."", ""The little doll belongs to Nvidia."", ""The little doll belongs to Tencent.""]",A,The little doll belongs to Intel.,"[2107.0, 1395.0, 123.0, 207.0]",,0,1,[],[],[],bc9374b90e8e2b7906dbe9d3f3c6eea4b9fd11b04461769f32e9b7a6774e0f2d,b0289ea6ad9a0f387be0c01d5a40b2a35eebeaa4f0aa8816863cc5e447ff92f5,61004,640,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 7.08 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 9.84 GiB is allocated by PyTorch, and 9.68 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/19,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,Which company does that little doll belong to?,"[""The little doll belongs to Intel."", ""The little doll belongs to Rubbermaid."", ""The little doll belongs to Nvidia."", ""The little doll belongs to Tencent.""]",A,The little doll belongs to Intel.,"[2107.0, 1395.0, 123.0, 207.0]",,0,1,[],[],[],bc9374b90e8e2b7906dbe9d3f3c6eea4b9fd11b04461769f32e9b7a6774e0f2d,b0289ea6ad9a0f387be0c01d5a40b2a35eebeaa4f0aa8816863cc5e447ff92f5,61004,640,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 8.51 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 11.42 GiB is allocated by PyTorch, and 8.10 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/2,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,What is the color of the child's shoes?,"[""The color of the child's shoes is green."", ""The color of the child's shoes is yellow."", ""The color of the child's shoes is pink."", ""The color of the child's shoes is white.""]",A,The color of the child's shoes is green.,"[926.0, 469.0, 248.0, 172.0]",,0,1,[],[],[],ea9c280443e41b3f68c5adf91ac68177a9c6c92d9b809bd97ab890da251a7331,c73a93eb2a543182abf53f9bab0d59ed96ab05da9a04d0892dc2ed320bf6b31b,10764,704,2833,10764,64,2,eos,A,A,The color of the child's shoes is green.,True,True,2.2185,
42,GPT4V-hard/2,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,What is the color of the child's shoes?,"[""The color of the child's shoes is green."", ""The color of the child's shoes is yellow."", ""The color of the child's shoes is pink."", ""The color of the child's shoes is white.""]",A,The color of the child's shoes is green.,"[926.0, 469.0, 248.0, 172.0]",1,1,2,"[[926, 469, 1174, 641]]","[""gt""]","[[448, 311]]",ea9c280443e41b3f68c5adf91ac68177a9c6c92d9b809bd97ab890da251a7331,c73a93eb2a543182abf53f9bab0d59ed96ab05da9a04d0892dc2ed320bf6b31b,10764,704,3061,11468,64,2,eos,A,A,The color of the child's shoes is green.,True,True,2.4050,
42,GPT4V-hard/2,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,What is the color of the child's shoes?,"[""The color of the child's shoes is green."", ""The color of the child's shoes is yellow."", ""The color of the child's shoes is pink."", ""The color of the child's shoes is white.""]",A,The color of the child's shoes is green.,"[926.0, 469.0, 248.0, 172.0]",5,9,10,"[[1339, 277, 1767, 461], [372, 699, 617, 804], [151, 625, 417, 757], [883, 357, 1105, 499], [926, 469, 1174, 641], [1337, 274, 1697, 477], [1306, 298, 1588, 583], [170, 567, 446, 753], [1240, 271, 1587, 427]]","[""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""gt"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant""]","[[448, 193], [448, 192], [448, 222], [448, 287], [448, 311], [448, 253], [443, 448], [448, 302], [448, 201]]",ea9c280443e41b3f68c5adf91ac68177a9c6c92d9b809bd97ab890da251a7331,c73a93eb2a543182abf53f9bab0d59ed96ab05da9a04d0892dc2ed320bf6b31b,10764,704,4678,16268,64,2,eos,A,A,The color of the child's shoes is green.,True,True,4.0199,
42,GPT4V-hard/21,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,What is the logo on that bag of bottles carried by the man?,"[""The logo on that bag of bottles carried by the man is Evian."", ""The logo on that bag of bottles carried by the man is Duane Reade."", ""The logo on that bag of bottles carried by the man is Poland Spring."", ""The logo on that bag of bottles carried by the man is Kirkland.""]",A,The logo on that bag of bottles carried by the man is Evian.,"[3213.0, 3526.0, 305.0, 237.0]",,0,1,[],[],[],1294c12f9a5ca24e348809d335d6634c4f7f3bf10326120831a1503a05012a2b,27df783eff769754c8142b02d3326e5fdc7f00e752605d4ff846d23f4a3ec74c,64896,768,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 7.85 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 10.69 GiB is allocated by PyTorch, and 8.83 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/21,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,What is the logo on that bag of bottles carried by the man?,"[""The logo on that bag of bottles carried by the man is Evian."", ""The logo on that bag of bottles carried by the man is Duane Reade."", ""The logo on that bag of bottles carried by the man is Poland Spring."", ""The logo on that bag of bottles carried by the man is Kirkland.""]",A,The logo on that bag of bottles carried by the man is Evian.,"[3213.0, 3526.0, 305.0, 237.0]",,0,1,[],[],[],1294c12f9a5ca24e348809d335d6634c4f7f3bf10326120831a1503a05012a2b,27df783eff769754c8142b02d3326e5fdc7f00e752605d4ff846d23f4a3ec74c,64896,768,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 8.03 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 10.90 GiB is allocated by PyTorch, and 8.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/21,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,What is the logo on that bag of bottles carried by the man?,"[""The logo on that bag of bottles carried by the man is Evian."", ""The logo on that bag of bottles carried by the man is Duane Reade."", ""The logo on that bag of bottles carried by the man is Poland Spring."", ""The logo on that bag of bottles carried by the man is Kirkland.""]",A,The logo on that bag of bottles carried by the man is Evian.,"[3213.0, 3526.0, 305.0, 237.0]",,0,1,[],[],[],1294c12f9a5ca24e348809d335d6634c4f7f3bf10326120831a1503a05012a2b,27df783eff769754c8142b02d3326e5fdc7f00e752605d4ff846d23f4a3ec74c,64896,768,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 9.50 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 12.51 GiB is allocated by PyTorch, and 7.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/4,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,"Based on the information of that white banner on the left, what activity is going to be held?","[""A yard sale is going to be held."", ""A soccer game is going to be held."", ""A soccer game is going to be held."", ""A BBQ is going to be held.""]",D,A BBQ is going to be held.,"[2085.0, 1414.0, 177.0, 119.0]",,0,1,[],[],[],235dd74c9a23d661f5c6c2117d1b0ec6ccd4b9f2da801a420d0151c5fa8b65ac,5ca76fe884994f69ce9e500a845d5c88863743805264b7688dadaa1b9141393c,56064,704,14163,56064,64,2,eos,D,D,A BBQ is going to be held.,True,True,27.3892,
42,GPT4V-hard/4,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,"Based on the information of that white banner on the left, what activity is going to be held?","[""A yard sale is going to be held."", ""A soccer game is going to be held."", ""A soccer game is going to be held."", ""A BBQ is going to be held.""]",D,A BBQ is going to be held.,"[2085.0, 1414.0, 177.0, 119.0]",1,1,2,"[[2085, 1414, 2262, 1533]]","[""gt""]","[[448, 301]]",235dd74c9a23d661f5c6c2117d1b0ec6ccd4b9f2da801a420d0151c5fa8b65ac,5ca76fe884994f69ce9e500a845d5c88863743805264b7688dadaa1b9141393c,56064,704,14394,56768,64,2,eos,D,D,A BBQ is going to be held.,True,True,28.1711,
42,GPT4V-hard/4,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,"Based on the information of that white banner on the left, what activity is going to be held?","[""A yard sale is going to be held."", ""A soccer game is going to be held."", ""A soccer game is going to be held."", ""A BBQ is going to be held.""]",D,A BBQ is going to be held.,"[2085.0, 1414.0, 177.0, 119.0]",,0,1,[],[],[],235dd74c9a23d661f5c6c2117d1b0ec6ccd4b9f2da801a420d0151c5fa8b65ac,5ca76fe884994f69ce9e500a845d5c88863743805264b7688dadaa1b9141393c,56064,704,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 7.11 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 9.87 GiB is allocated by PyTorch, and 9.65 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/5,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,At which conference did someone get that black mug?,"[""The black mug is gotten from NeurIPS."", ""The black mug is gotten from SIGGRAPH."", ""The black mug is gotten from ICCV."", ""The black mug is gotten from CVPR.""]",B,The black mug is gotten from SIGGRAPH.,"[2047.0, 1362.0, 266.0, 297.0]",,0,1,[],[],[],83feb0507994f7604a8637e83c10b1cecb3dc403fa496c8e82e4536a8e399a50,41047fc75c277dc891cc396ab22647e34d2b64a6334626fba229362a848274d5,54912,896,13867,54912,64,2,eos,B,B,The black mug is gotten from SIGGRAPH.,True,True,26.4669,
42,GPT4V-hard/5,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,At which conference did someone get that black mug?,"[""The black mug is gotten from NeurIPS."", ""The black mug is gotten from SIGGRAPH."", ""The black mug is gotten from ICCV."", ""The black mug is gotten from CVPR.""]",B,The black mug is gotten from SIGGRAPH.,"[2047.0, 1362.0, 266.0, 297.0]",1,1,2,"[[2047, 1362, 2313, 1659]]","[""gt""]","[[401, 448]]",83feb0507994f7604a8637e83c10b1cecb3dc403fa496c8e82e4536a8e399a50,41047fc75c277dc891cc396ab22647e34d2b64a6334626fba229362a848274d5,54912,896,14146,55808,64,2,eos,B,B,The black mug is gotten from SIGGRAPH.,True,True,27.3635,
42,GPT4V-hard/5,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,At which conference did someone get that black mug?,"[""The black mug is gotten from NeurIPS."", ""The black mug is gotten from SIGGRAPH."", ""The black mug is gotten from ICCV."", ""The black mug is gotten from CVPR.""]",B,The black mug is gotten from SIGGRAPH.,"[2047.0, 1362.0, 266.0, 297.0]",,0,1,[],[],[],83feb0507994f7604a8637e83c10b1cecb3dc403fa496c8e82e4536a8e399a50,41047fc75c277dc891cc396ab22647e34d2b64a6334626fba229362a848274d5,54912,896,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 7.11 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 9.88 GiB is allocated by PyTorch, and 9.64 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/7,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,"Based on the text on the glass cup, which university is it likely brought from?","[""The glass cup is likely brought from UC Berkeley."", ""The glass cup is likely brought from MIT."", ""The glass cup is likely brought from Stanford University."", ""The glass cup is likely brought from Carnegie Mellon University.""]",D,The glass cup is likely brought from Carnegie Mellon University.,"[1998.0, 2182.0, 90.0, 157.0]",,0,1,[],[],[],e2ed892a728064bf4f9e94dd40b6b6270d805a80d31a140e3c685aec9656290e,24bb8ce2e04a2d282d12cb2ebb453b783132898bfe7c802c86a16a8319b496d1,61204,576,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 6.98 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 9.73 GiB is allocated by PyTorch, and 9.79 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/7,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,"Based on the text on the glass cup, which university is it likely brought from?","[""The glass cup is likely brought from UC Berkeley."", ""The glass cup is likely brought from MIT."", ""The glass cup is likely brought from Stanford University."", ""The glass cup is likely brought from Carnegie Mellon University.""]",D,The glass cup is likely brought from Carnegie Mellon University.,"[1998.0, 2182.0, 90.0, 157.0]",,0,1,[],[],[],e2ed892a728064bf4f9e94dd40b6b6270d805a80d31a140e3c685aec9656290e,24bb8ce2e04a2d282d12cb2ebb453b783132898bfe7c802c86a16a8319b496d1,61204,576,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 7.11 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 9.88 GiB is allocated by PyTorch, and 9.64 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/7,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,"Based on the text on the glass cup, which university is it likely brought from?","[""The glass cup is likely brought from UC Berkeley."", ""The glass cup is likely brought from MIT."", ""The glass cup is likely brought from Stanford University."", ""The glass cup is likely brought from Carnegie Mellon University.""]",D,The glass cup is likely brought from Carnegie Mellon University.,"[1998.0, 2182.0, 90.0, 157.0]",,0,1,[],[],[],e2ed892a728064bf4f9e94dd40b6b6270d805a80d31a140e3c685aec9656290e,24bb8ce2e04a2d282d12cb2ebb453b783132898bfe7c802c86a16a8319b496d1,61204,576,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 8.63 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 11.55 GiB is allocated by PyTorch, and 7.97 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,GPT4V-hard/8,GPT4V-hard,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,Where to buy a mug like this based on its logo?,"[""The mug can be bought from ThinkGeek."", ""The mug can be bought from Amazon."", ""The mug can be bought from Starbucks."", ""The mug can be bought from GameStop.""]",C,The mug can be bought from Starbucks.,"[2970.0, 1512.0, 235.0, 375.0]",,0,1,[],[],[],983f17562be405a3a32ea68ad6de61f6cff85a26349995ff74002db924d6ae4c,6d2fec0fd5b72b5d58c0f91c9d302c32a98aa5637cb9978cafc7705f804ff877,49680,640,12559,49680,64,2,eos,C,C,The mug can be bought from Starbucks.,True,True,22.4480,
42,GPT4V-hard/8,GPT4V-hard,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,Where to buy a mug like this based on its logo?,"[""The mug can be bought from ThinkGeek."", ""The mug can be bought from Amazon."", ""The mug can be bought from Starbucks."", ""The mug can be bought from GameStop.""]",C,The mug can be bought from Starbucks.,"[2970.0, 1512.0, 235.0, 375.0]",1,1,2,"[[2970, 1512, 3205, 1887]]","[""gt""]","[[281, 448]]",983f17562be405a3a32ea68ad6de61f6cff85a26349995ff74002db924d6ae4c,6d2fec0fd5b72b5d58c0f91c9d302c32a98aa5637cb9978cafc7705f804ff877,49680,640,12774,50320,64,2,eos,C,C,The mug can be bought from Starbucks.,True,True,22.9635,
42,GPT4V-hard/8,GPT4V-hard,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,Where to buy a mug like this based on its logo?,"[""The mug can be bought from ThinkGeek."", ""The mug can be bought from Amazon."", ""The mug can be bought from Starbucks."", ""The mug can be bought from GameStop.""]",C,The mug can be bought from Starbucks.,"[2970.0, 1512.0, 235.0, 375.0]",,0,1,[],[],[],983f17562be405a3a32ea68ad6de61f6cff85a26349995ff74002db924d6ae4c,6d2fec0fd5b72b5d58c0f91c9d302c32a98aa5637cb9978cafc7705f804ff877,49680,640,,,64,,,,,,False,False,,"CUDA out of memory. Tried to allocate 5.97 GiB. GPU 0 has a total capacity of 23.57 GiB of which 3.72 GiB is free. Including non-PyTorch memory, this process has 19.83 GiB memory in use. Of the allocated memory 11.60 GiB is allocated by PyTorch, and 7.93 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
42,OCR/sa_17012,OCR,original_only,-1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,What is the brand of the bag?,"[""The brand of the bag is KIRSH."", ""The brand of the bag is Prada."", ""The brand of the bag is Coach."", ""The brand of the bag is Gucci.""]",A,The brand of the bag is KIRSH.,"[751.0, 1819.0, 195.0, 224.0]",,0,1,[],[],[],b4eb53e3e374ff5c122af75c6ebff4b259e3e959fa6c2a49279abb6570af2e45,a4c3d33cd4a4c247cb05fcf7dd553044528de3172d35fa5ed4553095d7c9919d,17280,896,4456,17280,64,2,eos,A,A,The brand of the bag is KIRSH.,True,True,4.1347,
42,OCR/sa_17012,OCR,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,What is the brand of the bag?,"[""The brand of the bag is KIRSH."", ""The brand of the bag is Prada."", ""The brand of the bag is Coach."", ""The brand of the bag is Gucci.""]",A,The brand of the bag is KIRSH.,"[751.0, 1819.0, 195.0, 224.0]",1,1,2,"[[751, 1819, 946, 2043]]","[""gt""]","[[390, 448]]",b4eb53e3e374ff5c122af75c6ebff4b259e3e959fa6c2a49279abb6570af2e45,a4c3d33cd4a4c247cb05fcf7dd553044528de3172d35fa5ed4553095d7c9919d,17280,896,4733,18176,64,2,eos,A,A,The brand of the bag is KIRSH.,True,True,4.4696,
42,OCR/sa_17012,OCR,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,What is the brand of the bag?,"[""The brand of the bag is KIRSH."", ""The brand of the bag is Prada."", ""The brand of the bag is Coach."", ""The brand of the bag is Gucci.""]",A,The brand of the bag is KIRSH.,"[751.0, 1819.0, 195.0, 224.0]",4,9,10,"[[878, 1633, 1120, 1807], [750, 1126, 1081, 1368], [881, 262, 1157, 522], [751, 1819, 946, 2043], [434, 1630, 596, 1844], [1221, 900, 1459, 1205], [854, 1677, 1087, 1855], [614, 74, 788, 333], [1038, 758, 1266, 1054]]","[""irrelevant"", ""irrelevant"", ""irrelevant"", ""gt"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant"", ""irrelevant""]","[[448, 322], [448, 328], [448, 422], [390, 448], [339, 448], [350, 448], [448, 342], [301, 448], [345, 448]]",b4eb53e3e374ff5c122af75c6ebff4b259e3e959fa6c2a49279abb6570af2e45,a4c3d33cd4a4c247cb05fcf7dd553044528de3172d35fa5ed4553095d7c9919d,17280,896,6726,24448,64,2,eos,A,A,The brand of the bag is KIRSH.,True,True,7.1275,
