sample_id,category,condition,k_irrelevant,valid,suspicious,pred_answer_letter,raw_output_token_count,raw_output_char_count,max_new_tokens,output_near_max_new_tokens,contact_sheet_width,contact_sheet_height,processed_image_width,processed_image_height,text_input_token_count,total_model_input_length,estimated_visual_token_count,num_images
OCR/textvqa_0,OCR,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,28,1083,4212,1
OCR/textvqa_0,OCR,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,28,1353,5292,1
OCR/textvqa_0,OCR,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,28,1353,5292,1
OCR/textvqa_0,OCR,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,28,1596,6264,1
OCR/textvqa_0,OCR,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,28,1596,6264,1
OCR/textvqa_1,OCR,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,28,1083,4212,1
OCR/textvqa_1,OCR,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,28,1353,5292,1
OCR/textvqa_1,OCR,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,28,1353,5292,1
OCR/textvqa_1,OCR,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
OCR/textvqa_1,OCR,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
OCR/textvqa_2,OCR,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,28,1083,4212,1
OCR/textvqa_2,OCR,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
OCR/textvqa_2,OCR,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
OCR/textvqa_2,OCR,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
OCR/textvqa_2,OCR,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_10033,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,26,1081,4212,1
direct_attributes/sa_10033,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,26,1351,5292,1
direct_attributes/sa_10033,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,26,1351,5292,1
direct_attributes/sa_10033,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,26,1594,6264,1
direct_attributes/sa_10033,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,26,1594,6264,1
direct_attributes/sa_10052,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_10052,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_10052,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_10052,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_10052,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_10204,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_10204,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_10204,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_10204,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_10204,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_10225,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_10225,direct_attributes,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_10225,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_10225,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_10225,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_10415,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_10415,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_10415,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_10415,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_10415,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_10701,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_10701,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_10701,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_10701,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_10701,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_10720,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_10720,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_10720,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_10720,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_10720,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_10885,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,30,1085,4212,1
direct_attributes/sa_10885,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_10885,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_10885,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_10885,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_10919,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_10919,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_10919,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_10919,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_10919,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_10997,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_10997,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_10997,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_10997,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_10997,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_11290,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_11290,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_11290,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_11290,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_11290,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_11370,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_11370,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_11370,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_11370,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_11370,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_11405,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_11405,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_11405,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_11405,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_11405,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_11528,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_11528,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_11528,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_11528,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_11528,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_1244,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_1244,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_1244,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_1244,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_1244,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_13337,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_13337,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_13337,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_13337,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_13337,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_16306,direct_attributes,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_16306,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_16306,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_16306,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_16306,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_16825,direct_attributes,original_only,0,True,False,A,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_16825,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_16825,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_16825,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_16825,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_16854,direct_attributes,original_only,0,True,False,C,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_16854,direct_attributes,gt_crop_only,0,False,True,,8,43,8,True,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_16854,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_16854,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,43,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_16854,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,43,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_17,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,30,1085,4212,1
direct_attributes/sa_17,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_17,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,30,1355,5292,1
direct_attributes/sa_17,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_17,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,1,1,8,False,1620,760,116,54,30,1598,6264,1
direct_attributes/sa_17108,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_17108,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_17108,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_17108,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_17108,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_19272,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_19272,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_19272,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_19272,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_19272,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_19483,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_19483,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_19483,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_19483,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_19483,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_20519,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_20519,direct_attributes,gt_crop_only,0,True,False,C,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_20519,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_20519,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_20519,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_23893,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_23893,direct_attributes,gt_crop_only,0,True,False,A,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_23893,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_23893,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_23893,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_24546,direct_attributes,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_24546,direct_attributes,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_24546,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_24546,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,47,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_24546,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,47,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_25212,direct_attributes,original_only,0,False,True,,8,39,8,True,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_25212,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_25212,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_25212,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,47,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_25212,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,47,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_25219,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_25219,direct_attributes,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_25219,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_25219,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_25219,direct_attributes,gt_plus_8_irrelevant,8,True,True,A,8,34,8,True,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_25835,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_25835,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_25835,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_25835,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_25835,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_26085,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_26085,direct_attributes,gt_crop_only,0,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_26085,direct_attributes,gt_plus_1_irrelevant,1,True,False,C,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_26085,direct_attributes,gt_plus_4_irrelevant,4,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_26085,direct_attributes,gt_plus_8_irrelevant,8,True,False,C,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_26968,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,32,1087,4212,1
direct_attributes/sa_26968,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,32,1357,5292,1
direct_attributes/sa_26968,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,32,1357,5292,1
direct_attributes/sa_26968,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,1,1,8,False,1620,760,116,54,32,1600,6264,1
direct_attributes/sa_26968,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,32,1600,6264,1
direct_attributes/sa_27986,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_27986,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_27986,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_27986,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_27986,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,1,1,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_28073,direct_attributes,original_only,0,True,False,A,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_28073,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_28073,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_28073,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_28073,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_28392,direct_attributes,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_28392,direct_attributes,gt_crop_only,0,True,False,B,2,3,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_28392,direct_attributes,gt_plus_1_irrelevant,1,False,True,,8,43,8,True,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_28392,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_28392,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_29509,direct_attributes,original_only,0,True,False,C,2,3,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_29509,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_29509,direct_attributes,gt_plus_1_irrelevant,1,True,False,D,2,3,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_29509,direct_attributes,gt_plus_4_irrelevant,4,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_29509,direct_attributes,gt_plus_8_irrelevant,8,True,False,D,2,3,8,False,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_29744,direct_attributes,original_only,0,True,False,D,1,1,8,False,1100,760,78,54,28,1083,4212,1
direct_attributes/sa_29744,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_29744,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,28,1353,5292,1
direct_attributes/sa_29744,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,47,8,True,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_29744,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,47,8,True,1620,760,116,54,28,1596,6264,1
direct_attributes/sa_30034,direct_attributes,original_only,0,True,False,B,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_30034,direct_attributes,gt_crop_only,0,True,False,A,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_30034,direct_attributes,gt_plus_1_irrelevant,1,True,False,A,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_30034,direct_attributes,gt_plus_4_irrelevant,4,True,False,A,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_30034,direct_attributes,gt_plus_8_irrelevant,8,True,False,A,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_30179,direct_attributes,original_only,0,False,True,,8,43,8,True,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_30179,direct_attributes,gt_crop_only,0,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_30179,direct_attributes,gt_plus_1_irrelevant,1,True,False,B,1,1,8,False,1360,760,98,54,27,1352,5292,1
direct_attributes/sa_30179,direct_attributes,gt_plus_4_irrelevant,4,True,False,B,2,3,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_30179,direct_attributes,gt_plus_8_irrelevant,8,True,False,B,1,1,8,False,1620,760,116,54,27,1595,6264,1
direct_attributes/sa_30411,direct_attributes,original_only,0,True,False,B,1,1,8,False,1100,760,78,54,29,1084,4212,1
direct_attributes/sa_30411,direct_attributes,gt_crop_only,0,True,False,D,2,3,8,False,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_30411,direct_attributes,gt_plus_1_irrelevant,1,False,True,,8,43,8,True,1360,760,98,54,29,1354,5292,1
direct_attributes/sa_30411,direct_attributes,gt_plus_4_irrelevant,4,False,True,,8,47,8,True,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_30411,direct_attributes,gt_plus_8_irrelevant,8,False,True,,8,47,8,True,1620,760,116,54,29,1597,6264,1
direct_attributes/sa_30935,direct_attributes,original_only,0,True,False,D,2,3,8,False,1100,760,78,54,27,1082,4212,1
direct_attributes/sa_30935,direct_attributes,gt_crop_only,0,True,False,D,1,1,8,False,1360,760,98,54,27,1352,5292,1
