sample_id,category,condition,k_irrelevant,status,original_image_path,gt_crop_path,irrelevant_crop_paths,all_image_paths_used,gt_crop_position,gt_crop_hash,gt_crop_file_hash,gt_crop_width,gt_crop_height,original_image_hash,full_image_processed_hash,prompt_text,gt_answer_letter,gt_answer_text,model_raw_output,pred_answer_letter,pred_answer_text,correct,valid_output,input_token_count,estimated_visual_token_count,output_token_count,finish_reason,generation_time_sec,processor_min_pixels,processor_max_pixels,crop_long_side,attn_implementation,error_message
GPT4V-hard/15,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG,outputs/crops/GPT4V-hard__15/gt.png,"[""outputs/crops/GPT4V-hard__15/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_04.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/15.JPG"", ""outputs/crops/GPT4V-hard__15/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__15/gt.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__15/irrelevant_04.png""]",7,5d87d3648856960f41064481555c8173d3b0ea11496c15fadd05c02ff27ab0e7,bbe4e497b47d9ceb6e1937f295864463c46616c63b5a73acd5a50788e8ef31cf,235,448,c93b2e6a3318c92a36d76b381f645a5efbf8306c55155ccec08c485c64a71cc9,eee2a9c7396b16c00203540a70d3990395f4ac2162ac82bdec7c76fb9945128a,"What is the title of that red book?
(A) The title of the red book is ""Websters II"".
(B) The title of the red book is ""Reference Guide"".
(C) The title of the red book is ""Windows Server"".
(D) The title of the red book is ""Office Handbook"".",A,"The title of the red book is ""Websters II"".",A,A,"The title of the red book is ""Websters II"".",True,True,4357,14948,2,eos,3.3507,200704,1003520,448,sdpa,
GPT4V-hard/16,GPT4V-hard,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG""]",,,,,,8cab3cce053e2aa713db1a999010b043afdf7d91f3212de588bb985d3f0b167d,53184d46d8d966b2a66946ee2c1613b9e9811d340f8746333689bebb8f7434b1,"What animal is drawn on that red signicade?
(A) A pig is drawn on that red signicade.
(B) A rooster is drawn on that red signicade.
(C) A tiger is drawn on that red signicade.
(D) A lamb is drawn on that red signicade.",C,A tiger is drawn on that red signicade.,C,C,A tiger is drawn on that red signicade.,True,True,1370,4928,2,eos,0.7520,200704,1003520,448,sdpa,
GPT4V-hard/16,GPT4V-hard,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/crops/GPT4V-hard__16/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG"", ""outputs/crops/GPT4V-hard__16/gt.png""]",1,85a6ea1a8c2cf570e01c1f08375801abd9b378693be6f758dac14182e07c08e4,7af88619eb02b7c97915bff5c534f8c8132e0d727207453e91c56d9f3d08e7f6,297,448,8cab3cce053e2aa713db1a999010b043afdf7d91f3212de588bb985d3f0b167d,53184d46d8d966b2a66946ee2c1613b9e9811d340f8746333689bebb8f7434b1,"What animal is drawn on that red signicade?
(A) A pig is drawn on that red signicade.
(B) A rooster is drawn on that red signicade.
(C) A tiger is drawn on that red signicade.
(D) A lamb is drawn on that red signicade.",C,A tiger is drawn on that red signicade.,C,C,A tiger is drawn on that red signicade.,True,True,1705,6048,2,eos,0.9710,200704,1003520,448,sdpa,
GPT4V-hard/16,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG,outputs/crops/GPT4V-hard__16/gt.png,"[""outputs/crops/GPT4V-hard__16/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_07.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/16.JPG"", ""outputs/crops/GPT4V-hard__16/gt.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__16/irrelevant_07.png""]",1,85a6ea1a8c2cf570e01c1f08375801abd9b378693be6f758dac14182e07c08e4,7af88619eb02b7c97915bff5c534f8c8132e0d727207453e91c56d9f3d08e7f6,297,448,8cab3cce053e2aa713db1a999010b043afdf7d91f3212de588bb985d3f0b167d,53184d46d8d966b2a66946ee2c1613b9e9811d340f8746333689bebb8f7434b1,"What animal is drawn on that red signicade?
(A) A pig is drawn on that red signicade.
(B) A rooster is drawn on that red signicade.
(C) A tiger is drawn on that red signicade.
(D) A lamb is drawn on that red signicade.",C,A tiger is drawn on that red signicade.,C,C,A tiger is drawn on that red signicade.,True,True,4278,14620,2,eos,3.1970,200704,1003520,448,sdpa,
GPT4V-hard/17,GPT4V-hard,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG""]",,,,,,3d572ef7b4d95c19060ca003dec0fbd7c740e02d51dfd1d146b0d405bf85dd2d,41995fa4db9d63bc129b939f1914a6c49fc941acb58f2408ce5e9b0c13b883ab,"Based on that street nameplate, what is the name of the street ahead?
(A) The name of the street ahead is Pine Street.
(B) The name of the street ahead is Maple Avenue.
(C) The name of the street ahead is Spruce Street.
(D) The name of the street ahead is Gambier Street.",D,The name of the street ahead is Gambier Street.,D,D,The name of the street ahead is Gambier Street.,True,True,1358,4872,2,eos,0.7677,200704,1003520,448,sdpa,
GPT4V-hard/17,GPT4V-hard,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/crops/GPT4V-hard__17/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG"", ""outputs/crops/GPT4V-hard__17/gt.png""]",1,42ac28ecc1d92ca42de678b3602f39cd65361d6b7d3311befbccfa9991d84fc9,125feb32eed5d0232f5e0b0396e1c708bdc47a9932ad08f97dc4105da8e90cd2,448,153,3d572ef7b4d95c19060ca003dec0fbd7c740e02d51dfd1d146b0d405bf85dd2d,41995fa4db9d63bc129b939f1914a6c49fc941acb58f2408ce5e9b0c13b883ab,"Based on that street nameplate, what is the name of the street ahead?
(A) The name of the street ahead is Pine Street.
(B) The name of the street ahead is Maple Avenue.
(C) The name of the street ahead is Spruce Street.
(D) The name of the street ahead is Gambier Street.",D,The name of the street ahead is Gambier Street.,D,D,The name of the street ahead is Gambier Street.,True,True,1693,5992,2,eos,0.9788,200704,1003520,448,sdpa,
GPT4V-hard/17,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG,outputs/crops/GPT4V-hard__17/gt.png,"[""outputs/crops/GPT4V-hard__17/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_05.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/17.JPG"", ""outputs/crops/GPT4V-hard__17/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__17/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__17/gt.png""]",9,42ac28ecc1d92ca42de678b3602f39cd65361d6b7d3311befbccfa9991d84fc9,125feb32eed5d0232f5e0b0396e1c708bdc47a9932ad08f97dc4105da8e90cd2,448,153,3d572ef7b4d95c19060ca003dec0fbd7c740e02d51dfd1d146b0d405bf85dd2d,41995fa4db9d63bc129b939f1914a6c49fc941acb58f2408ce5e9b0c13b883ab,"Based on that street nameplate, what is the name of the street ahead?
(A) The name of the street ahead is Pine Street.
(B) The name of the street ahead is Maple Avenue.
(C) The name of the street ahead is Spruce Street.
(D) The name of the street ahead is Gambier Street.",D,The name of the street ahead is Gambier Street.,D,D,The name of the street ahead is Gambier Street.,True,True,4356,14928,2,eos,3.2809,200704,1003520,448,sdpa,
GPT4V-hard/18,GPT4V-hard,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp""]",,,,,,2ba8444087a3335e2360dfd2d8883e601d10a93d57db0d1a265a12b4158eacbc,a5ecf56c8e115866af3db01aeab8cb363fe35d1251e05d006fca816e94324c20,"What is the color of the dog?
(A) The color of the dog is white.
(B) The color of the dog is gray.
(C) The color of the dog is brown.
(D) The color of the dog is black.",D,The color of the dog is black.,D,D,The color of the dog is black.,True,True,1352,4920,2,eos,0.7655,200704,1003520,448,sdpa,
GPT4V-hard/18,GPT4V-hard,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/crops/GPT4V-hard__18/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp"", ""outputs/crops/GPT4V-hard__18/gt.png""]",1,e1feeb74aebaafa6b8c614caff29987ff2cf08752ca1a00aaecb06d9e956cc17,0aa525bb824958ff6143ad4956deea0d5dae9ec7d2e896a2061700e8e9425a75,165,448,2ba8444087a3335e2360dfd2d8883e601d10a93d57db0d1a265a12b4158eacbc,a5ecf56c8e115866af3db01aeab8cb363fe35d1251e05d006fca816e94324c20,"What is the color of the dog?
(A) The color of the dog is white.
(B) The color of the dog is gray.
(C) The color of the dog is brown.
(D) The color of the dog is black.",D,The color of the dog is black.,D,D,The color of the dog is black.,True,True,1673,6000,2,eos,0.9774,200704,1003520,448,sdpa,
GPT4V-hard/18,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp,outputs/crops/GPT4V-hard__18/gt.png,"[""outputs/crops/GPT4V-hard__18/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_02.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/18.webp"", ""outputs/crops/GPT4V-hard__18/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__18/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__18/gt.png""]",9,e1feeb74aebaafa6b8c614caff29987ff2cf08752ca1a00aaecb06d9e956cc17,0aa525bb824958ff6143ad4956deea0d5dae9ec7d2e896a2061700e8e9425a75,165,448,2ba8444087a3335e2360dfd2d8883e601d10a93d57db0d1a265a12b4158eacbc,a5ecf56c8e115866af3db01aeab8cb363fe35d1251e05d006fca816e94324c20,"What is the color of the dog?
(A) The color of the dog is white.
(B) The color of the dog is gray.
(C) The color of the dog is brown.
(D) The color of the dog is black.",D,The color of the dog is black.,D,D,The color of the dog is black.,True,True,4265,14728,2,eos,3.2382,200704,1003520,448,sdpa,
GPT4V-hard/19,GPT4V-hard,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG""]",,,,,,097d5de2c60eda82778da92f7dd5043c4ea3ed3838d4562b045750aa324ee3f9,c74a5f33be890acb92daeb51569e8ee3cf2b6224d90aa403ac1e898c35d9f034,"Which company does that little doll belong to?
(A) The little doll belongs to Intel.
(B) The little doll belongs to Rubbermaid.
(C) The little doll belongs to Nvidia.
(D) The little doll belongs to Tencent.",A,The little doll belongs to Intel.,B,B,The little doll belongs to Rubbermaid.,False,True,1367,4988,2,eos,0.7795,200704,1003520,448,sdpa,
GPT4V-hard/19,GPT4V-hard,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,outputs/crops/GPT4V-hard__19/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG"", ""outputs/crops/GPT4V-hard__19/gt.png""]",1,48dad593bd3858b1b68f563c4ae11f470c7a77336e9d1a481c4ba3e47a1dc967,7825e02c4359fd31b71f2c23ade211746aad563f499e712efb7c67ff18e8a453,266,448,097d5de2c60eda82778da92f7dd5043c4ea3ed3838d4562b045750aa324ee3f9,c74a5f33be890acb92daeb51569e8ee3cf2b6224d90aa403ac1e898c35d9f034,"Which company does that little doll belong to?
(A) The little doll belongs to Intel.
(B) The little doll belongs to Rubbermaid.
(C) The little doll belongs to Nvidia.
(D) The little doll belongs to Tencent.",A,The little doll belongs to Intel.,B,B,The little doll belongs to Rubbermaid.,False,True,1695,6080,2,eos,0.9919,200704,1003520,448,sdpa,
GPT4V-hard/19,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,outputs/crops/GPT4V-hard__19/gt.png,"[""outputs/crops/GPT4V-hard__19/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_04.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG"", ""outputs/crops/GPT4V-hard__19/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__19/gt.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__19/irrelevant_04.png""]",6,48dad593bd3858b1b68f563c4ae11f470c7a77336e9d1a481c4ba3e47a1dc967,7825e02c4359fd31b71f2c23ade211746aad563f499e712efb7c67ff18e8a453,266,448,097d5de2c60eda82778da92f7dd5043c4ea3ed3838d4562b045750aa324ee3f9,c74a5f33be890acb92daeb51569e8ee3cf2b6224d90aa403ac1e898c35d9f034,"Which company does that little doll belong to?
(A) The little doll belongs to Intel.
(B) The little doll belongs to Rubbermaid.
(C) The little doll belongs to Nvidia.
(D) The little doll belongs to Tencent.",A,The little doll belongs to Intel.,B,B,The little doll belongs to Rubbermaid.,False,True,4281,14688,2,eos,3.1915,200704,1003520,448,sdpa,
GPT4V-hard/2,GPT4V-hard,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png""]",,,,,,c6db12149692ba714a7e79ad8c13b55ac063fc46e850f59855dcb6375acc7cff,dacc0924a6bea66c9b7e6339bc36e4d568f1581c91872ed62d0499c5d05a09ae,"What is the color of the child's shoes?
(A) The color of the child's shoes is green.
(B) The color of the child's shoes is yellow.
(C) The color of the child's shoes is pink.
(D) The color of the child's shoes is white.",A,The color of the child's shoes is green.,A,A,The color of the child's shoes is green.,True,True,1354,4888,2,eos,0.7571,200704,1003520,448,sdpa,
GPT4V-hard/2,GPT4V-hard,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,outputs/crops/GPT4V-hard__2/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png"", ""outputs/crops/GPT4V-hard__2/gt.png""]",1,a2493e20cc4d9978339b68c6e7cab7852c74109b058c31b2280efbfcfd1d1a47,54d7a3e5e738a83e32b7c0d7ebe52b0d3e6b8c2babc0b6f20d6299ced3da72e7,448,311,c6db12149692ba714a7e79ad8c13b55ac063fc46e850f59855dcb6375acc7cff,dacc0924a6bea66c9b7e6339bc36e4d568f1581c91872ed62d0499c5d05a09ae,"What is the color of the child's shoes?
(A) The color of the child's shoes is green.
(B) The color of the child's shoes is yellow.
(C) The color of the child's shoes is pink.
(D) The color of the child's shoes is white.",A,The color of the child's shoes is green.,A,A,The color of the child's shoes is green.,True,True,1686,6008,2,eos,0.9827,200704,1003520,448,sdpa,
GPT4V-hard/2,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,outputs/crops/GPT4V-hard__2/gt.png,"[""outputs/crops/GPT4V-hard__2/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_02.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_07.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__2/gt.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__2/irrelevant_02.png""]",6,a2493e20cc4d9978339b68c6e7cab7852c74109b058c31b2280efbfcfd1d1a47,54d7a3e5e738a83e32b7c0d7ebe52b0d3e6b8c2babc0b6f20d6299ced3da72e7,448,311,c6db12149692ba714a7e79ad8c13b55ac063fc46e850f59855dcb6375acc7cff,dacc0924a6bea66c9b7e6339bc36e4d568f1581c91872ed62d0499c5d05a09ae,"What is the color of the child's shoes?
(A) The color of the child's shoes is green.
(B) The color of the child's shoes is yellow.
(C) The color of the child's shoes is pink.
(D) The color of the child's shoes is white.",A,The color of the child's shoes is green.,A,A,The color of the child's shoes is green.,True,True,4256,14660,2,eos,3.2215,200704,1003520,448,sdpa,
GPT4V-hard/21,GPT4V-hard,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg""]",,,,,,0e4725f8b7dbf591e928dd9f633c697618dbbd864784a08a5fb001ebc6e86f6c,b291ae98f13fa6dda95fb66412e1bbefd3c08c374dcf962e4da540f1e8a2ddb9,"What is the logo on that bag of bottles carried by the man?
(A) The logo on that bag of bottles carried by the man is Evian.
(B) The logo on that bag of bottles carried by the man is Duane Reade.
(C) The logo on that bag of bottles carried by the man is Poland Spring.
(D) The logo on that bag of bottles carried by the man is Kirkland.",A,The logo on that bag of bottles carried by the man is Evian.,A,A,The logo on that bag of bottles carried by the man is Evian.,True,True,1405,4988,2,eos,0.7742,200704,1003520,448,sdpa,
GPT4V-hard/21,GPT4V-hard,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,outputs/crops/GPT4V-hard__21/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg"", ""outputs/crops/GPT4V-hard__21/gt.png""]",1,2df8322862ed576c2f5455e82de77863cef40f359e92eedbdfcc7b9cc620a230,f6f4a84c1cbc3359d2af8add32e40c05c65424c9283abaaf604c283fcc655f68,448,348,0e4725f8b7dbf591e928dd9f633c697618dbbd864784a08a5fb001ebc6e86f6c,b291ae98f13fa6dda95fb66412e1bbefd3c08c374dcf962e4da540f1e8a2ddb9,"What is the logo on that bag of bottles carried by the man?
(A) The logo on that bag of bottles carried by the man is Evian.
(B) The logo on that bag of bottles carried by the man is Duane Reade.
(C) The logo on that bag of bottles carried by the man is Poland Spring.
(D) The logo on that bag of bottles carried by the man is Kirkland.",A,The logo on that bag of bottles carried by the man is Evian.,A,A,The logo on that bag of bottles carried by the man is Evian.,True,True,1745,6128,2,eos,0.9868,200704,1003520,448,sdpa,
GPT4V-hard/21,GPT4V-hard,gt_plus_8_irrelevant,8,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,outputs/crops/GPT4V-hard__21/gt.png,"[""outputs/crops/GPT4V-hard__21/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_07.png""]","[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg"", ""outputs/crops/GPT4V-hard__21/irrelevant_04.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_06.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_05.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_03.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_00.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_01.png"", ""outputs/crops/GPT4V-hard__21/gt.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_02.png"", ""outputs/crops/GPT4V-hard__21/irrelevant_07.png""]",7,2df8322862ed576c2f5455e82de77863cef40f359e92eedbdfcc7b9cc620a230,f6f4a84c1cbc3359d2af8add32e40c05c65424c9283abaaf604c283fcc655f68,448,348,0e4725f8b7dbf591e928dd9f633c697618dbbd864784a08a5fb001ebc6e86f6c,b291ae98f13fa6dda95fb66412e1bbefd3c08c374dcf962e4da540f1e8a2ddb9,"What is the logo on that bag of bottles carried by the man?
(A) The logo on that bag of bottles carried by the man is Evian.
(B) The logo on that bag of bottles carried by the man is Duane Reade.
(C) The logo on that bag of bottles carried by the man is Poland Spring.
(D) The logo on that bag of bottles carried by the man is Kirkland.",A,The logo on that bag of bottles carried by the man is Evian.,A,A,The logo on that bag of bottles carried by the man is Evian.,True,True,4363,14864,2,eos,3.2886,200704,1003520,448,sdpa,
GPT4V-hard/4,GPT4V-hard,original_only,-1,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG""]",,,,,,97a1b5b06c30f2b6e762bb16469c9fc9c5def3cc1a5377f842433163501bd697,fb063d0942115ae66d34d77f707858588348c36c6d7348243974d242e9036e4a,"Based on the information of that white banner on the left, what activity is going to be held?
(A) A yard sale is going to be held.
(B) A soccer game is going to be held.
(C) A soccer game is going to be held.
(D) A BBQ is going to be held.",D,A BBQ is going to be held.,D,D,A BBQ is going to be held.,True,True,1413,5104,2,eos,0.8142,200704,1003520,448,sdpa,
GPT4V-hard/4,GPT4V-hard,gt_crop_only,0,ok,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,outputs/crops/GPT4V-hard__4/gt.png,[],"[""/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG"", ""outputs/crops/GPT4V-hard__4/gt.png""]",1,0f9688157dd9688f05581687676d2d80c70eba287a3f709250b46618a2b72168,e3047545128e764c0a8ff912943f00375f21e8a59404355a5b03b3384292fa06,448,301,97a1b5b06c30f2b6e762bb16469c9fc9c5def3cc1a5377f842433163501bd697,fb063d0942115ae66d34d77f707858588348c36c6d7348243974d242e9036e4a,"Based on the information of that white banner on the left, what activity is going to be held?
(A) A yard sale is going to be held.
(B) A soccer game is going to be held.
(C) A soccer game is going to be held.
(D) A BBQ is going to be held.",D,A BBQ is going to be held.,D,D,A BBQ is going to be held.,True,True,1748,6224,2,eos,1.0126,200704,1003520,448,sdpa,
