sample_id,condition,k_irrelevant,image_path,contact_sheet_path,gt_bbox,gt_crop_position,question,options_shuffled,gt_answer_letter,gt_answer_text,model_raw_output,pred_answer_letter,pred_answer_text,correct,num_evidence_crops,seed,inference_time_sec,error
GPT4V-hard/19,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,outputs/contact_sheets/GPT4V-hard__19/original_only.jpg,"[2107.0, 1395.0, 123.0, 207.0]",,Which company does that little doll belong to?,"[""The little doll belongs to Intel."", ""The little doll belongs to Rubbermaid."", ""The little doll belongs to Nvidia."", ""The little doll belongs to Tencent.""]",A,The little doll belongs to Intel.,B,B,The little doll belongs to Rubbermaid.,False,0,42,0.8229,
GPT4V-hard/19,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,outputs/contact_sheets/GPT4V-hard__19/gt_crop_only.jpg,"[2107.0, 1395.0, 123.0, 207.0]",1,Which company does that little doll belong to?,"[""The little doll belongs to Intel."", ""The little doll belongs to Rubbermaid."", ""The little doll belongs to Nvidia."", ""The little doll belongs to Tencent.""]",A,The little doll belongs to Intel.,C,C,The little doll belongs to Nvidia.,False,1,42,1.0269,
GPT4V-hard/19,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,outputs/contact_sheets/GPT4V-hard__19/gt_plus_1_irrelevant.jpg,"[2107.0, 1395.0, 123.0, 207.0]",2,Which company does that little doll belong to?,"[""The little doll belongs to Intel."", ""The little doll belongs to Rubbermaid."", ""The little doll belongs to Nvidia."", ""The little doll belongs to Tencent.""]",A,The little doll belongs to Intel.,A,A,The little doll belongs to Intel.,True,2,42,1.0142,
GPT4V-hard/19,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,outputs/contact_sheets/GPT4V-hard__19/gt_plus_4_irrelevant.jpg,"[2107.0, 1395.0, 123.0, 207.0]",3,Which company does that little doll belong to?,"[""The little doll belongs to Intel."", ""The little doll belongs to Rubbermaid."", ""The little doll belongs to Nvidia."", ""The little doll belongs to Tencent.""]",A,The little doll belongs to Intel.,A,A,The little doll belongs to Intel.,True,5,42,1.2074,
GPT4V-hard/19,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/19.JPG,outputs/contact_sheets/GPT4V-hard__19/gt_plus_8_irrelevant.jpg,"[2107.0, 1395.0, 123.0, 207.0]",6,Which company does that little doll belong to?,"[""The little doll belongs to Intel."", ""The little doll belongs to Rubbermaid."", ""The little doll belongs to Nvidia."", ""The little doll belongs to Tencent.""]",A,The little doll belongs to Intel.,A,A,The little doll belongs to Intel.,True,9,42,1.2140,
GPT4V-hard/2,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,outputs/contact_sheets/GPT4V-hard__2/original_only.jpg,"[926.0, 469.0, 248.0, 172.0]",,What is the color of the child's shoes?,"[""The color of the child's shoes is green."", ""The color of the child's shoes is yellow."", ""The color of the child's shoes is pink."", ""The color of the child's shoes is white.""]",A,The color of the child's shoes is green.,(A),A,The color of the child's shoes is green.,True,0,42,0.8602,
GPT4V-hard/2,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,outputs/contact_sheets/GPT4V-hard__2/gt_crop_only.jpg,"[926.0, 469.0, 248.0, 172.0]",1,What is the color of the child's shoes?,"[""The color of the child's shoes is green."", ""The color of the child's shoes is yellow."", ""The color of the child's shoes is pink."", ""The color of the child's shoes is white.""]",A,The color of the child's shoes is green.,(A),A,The color of the child's shoes is green.,True,1,42,1.0597,
GPT4V-hard/2,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,outputs/contact_sheets/GPT4V-hard__2/gt_plus_1_irrelevant.jpg,"[926.0, 469.0, 248.0, 172.0]",2,What is the color of the child's shoes?,"[""The color of the child's shoes is green."", ""The color of the child's shoes is yellow."", ""The color of the child's shoes is pink."", ""The color of the child's shoes is white.""]",A,The color of the child's shoes is green.,(A),A,The color of the child's shoes is green.,True,2,42,1.0547,
GPT4V-hard/2,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,outputs/contact_sheets/GPT4V-hard__2/gt_plus_4_irrelevant.jpg,"[926.0, 469.0, 248.0, 172.0]",2,What is the color of the child's shoes?,"[""The color of the child's shoes is green."", ""The color of the child's shoes is yellow."", ""The color of the child's shoes is pink."", ""The color of the child's shoes is white.""]",A,The color of the child's shoes is green.,(A),A,The color of the child's shoes is green.,True,5,42,1.2465,
GPT4V-hard/2,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/2.png,outputs/contact_sheets/GPT4V-hard__2/gt_plus_8_irrelevant.jpg,"[926.0, 469.0, 248.0, 172.0]",5,What is the color of the child's shoes?,"[""The color of the child's shoes is green."", ""The color of the child's shoes is yellow."", ""The color of the child's shoes is pink."", ""The color of the child's shoes is white.""]",A,The color of the child's shoes is green.,(A),A,The color of the child's shoes is green.,True,9,42,1.2389,
GPT4V-hard/21,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,outputs/contact_sheets/GPT4V-hard__21/original_only.jpg,"[3213.0, 3526.0, 305.0, 237.0]",,What is the logo on that bag of bottles carried by the man?,"[""The logo on that bag of bottles carried by the man is Evian."", ""The logo on that bag of bottles carried by the man is Duane Reade."", ""The logo on that bag of bottles carried by the man is Poland Spring."", ""The logo on that bag of bottles carried by the man is Kirkland.""]",A,The logo on that bag of bottles carried by the man is Evian.,A,A,The logo on that bag of bottles carried by the man is Evian.,True,0,42,0.8200,
GPT4V-hard/21,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,outputs/contact_sheets/GPT4V-hard__21/gt_crop_only.jpg,"[3213.0, 3526.0, 305.0, 237.0]",1,What is the logo on that bag of bottles carried by the man?,"[""The logo on that bag of bottles carried by the man is Evian."", ""The logo on that bag of bottles carried by the man is Duane Reade."", ""The logo on that bag of bottles carried by the man is Poland Spring."", ""The logo on that bag of bottles carried by the man is Kirkland.""]",A,The logo on that bag of bottles carried by the man is Evian.,A,A,The logo on that bag of bottles carried by the man is Evian.,True,1,42,1.0408,
GPT4V-hard/21,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,outputs/contact_sheets/GPT4V-hard__21/gt_plus_1_irrelevant.jpg,"[3213.0, 3526.0, 305.0, 237.0]",2,What is the logo on that bag of bottles carried by the man?,"[""The logo on that bag of bottles carried by the man is Evian."", ""The logo on that bag of bottles carried by the man is Duane Reade."", ""The logo on that bag of bottles carried by the man is Poland Spring."", ""The logo on that bag of bottles carried by the man is Kirkland.""]",A,The logo on that bag of bottles carried by the man is Evian.,A,A,The logo on that bag of bottles carried by the man is Evian.,True,2,42,1.0328,
GPT4V-hard/21,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,outputs/contact_sheets/GPT4V-hard__21/gt_plus_4_irrelevant.jpg,"[3213.0, 3526.0, 305.0, 237.0]",2,What is the logo on that bag of bottles carried by the man?,"[""The logo on that bag of bottles carried by the man is Evian."", ""The logo on that bag of bottles carried by the man is Duane Reade."", ""The logo on that bag of bottles carried by the man is Poland Spring."", ""The logo on that bag of bottles carried by the man is Kirkland.""]",A,The logo on that bag of bottles carried by the man is Evian.,A,A,The logo on that bag of bottles carried by the man is Evian.,True,5,42,1.2313,
GPT4V-hard/21,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/21.jpeg,outputs/contact_sheets/GPT4V-hard__21/gt_plus_8_irrelevant.jpg,"[3213.0, 3526.0, 305.0, 237.0]",6,What is the logo on that bag of bottles carried by the man?,"[""The logo on that bag of bottles carried by the man is Evian."", ""The logo on that bag of bottles carried by the man is Duane Reade."", ""The logo on that bag of bottles carried by the man is Poland Spring."", ""The logo on that bag of bottles carried by the man is Kirkland.""]",A,The logo on that bag of bottles carried by the man is Evian.,A,A,The logo on that bag of bottles carried by the man is Evian.,True,9,42,1.2233,
GPT4V-hard/4,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,outputs/contact_sheets/GPT4V-hard__4/original_only.jpg,"[2085.0, 1414.0, 177.0, 119.0]",,"Based on the information of that white banner on the left, what activity is going to be held?","[""A yard sale is going to be held."", ""A soccer game is going to be held."", ""A soccer game is going to be held."", ""A BBQ is going to be held.""]",D,A BBQ is going to be held.,A,A,A yard sale is going to be held.,False,0,42,0.8178,
GPT4V-hard/4,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,outputs/contact_sheets/GPT4V-hard__4/gt_crop_only.jpg,"[2085.0, 1414.0, 177.0, 119.0]",1,"Based on the information of that white banner on the left, what activity is going to be held?","[""A yard sale is going to be held."", ""A soccer game is going to be held."", ""A soccer game is going to be held."", ""A BBQ is going to be held.""]",D,A BBQ is going to be held.,(D),D,A BBQ is going to be held.,True,1,42,1.0522,
GPT4V-hard/4,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,outputs/contact_sheets/GPT4V-hard__4/gt_plus_1_irrelevant.jpg,"[2085.0, 1414.0, 177.0, 119.0]",1,"Based on the information of that white banner on the left, what activity is going to be held?","[""A yard sale is going to be held."", ""A soccer game is going to be held."", ""A soccer game is going to be held."", ""A BBQ is going to be held.""]",D,A BBQ is going to be held.,(D),D,A BBQ is going to be held.,True,2,42,1.0590,
GPT4V-hard/4,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,outputs/contact_sheets/GPT4V-hard__4/gt_plus_4_irrelevant.jpg,"[2085.0, 1414.0, 177.0, 119.0]",3,"Based on the information of that white banner on the left, what activity is going to be held?","[""A yard sale is going to be held."", ""A soccer game is going to be held."", ""A soccer game is going to be held."", ""A BBQ is going to be held.""]",D,A BBQ is going to be held.,(D),D,A BBQ is going to be held.,True,5,42,1.2411,
GPT4V-hard/4,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/4.JPG,outputs/contact_sheets/GPT4V-hard__4/gt_plus_8_irrelevant.jpg,"[2085.0, 1414.0, 177.0, 119.0]",6,"Based on the information of that white banner on the left, what activity is going to be held?","[""A yard sale is going to be held."", ""A soccer game is going to be held."", ""A soccer game is going to be held."", ""A BBQ is going to be held.""]",D,A BBQ is going to be held.,(D),D,A BBQ is going to be held.,True,9,42,1.3848,
GPT4V-hard/5,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,outputs/contact_sheets/GPT4V-hard__5/original_only.jpg,"[2047.0, 1362.0, 266.0, 297.0]",,At which conference did someone get that black mug?,"[""The black mug is gotten from NeurIPS."", ""The black mug is gotten from SIGGRAPH."", ""The black mug is gotten from ICCV."", ""The black mug is gotten from CVPR.""]",B,The black mug is gotten from SIGGRAPH.,D,D,The black mug is gotten from CVPR.,False,0,42,0.8104,
GPT4V-hard/5,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,outputs/contact_sheets/GPT4V-hard__5/gt_crop_only.jpg,"[2047.0, 1362.0, 266.0, 297.0]",1,At which conference did someone get that black mug?,"[""The black mug is gotten from NeurIPS."", ""The black mug is gotten from SIGGRAPH."", ""The black mug is gotten from ICCV."", ""The black mug is gotten from CVPR.""]",B,The black mug is gotten from SIGGRAPH.,(B),B,The black mug is gotten from SIGGRAPH.,True,1,42,1.0671,
GPT4V-hard/5,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,outputs/contact_sheets/GPT4V-hard__5/gt_plus_1_irrelevant.jpg,"[2047.0, 1362.0, 266.0, 297.0]",1,At which conference did someone get that black mug?,"[""The black mug is gotten from NeurIPS."", ""The black mug is gotten from SIGGRAPH."", ""The black mug is gotten from ICCV."", ""The black mug is gotten from CVPR.""]",B,The black mug is gotten from SIGGRAPH.,(B),B,The black mug is gotten from SIGGRAPH.,True,2,42,1.0501,
GPT4V-hard/5,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,outputs/contact_sheets/GPT4V-hard__5/gt_plus_4_irrelevant.jpg,"[2047.0, 1362.0, 266.0, 297.0]",5,At which conference did someone get that black mug?,"[""The black mug is gotten from NeurIPS."", ""The black mug is gotten from SIGGRAPH."", ""The black mug is gotten from ICCV."", ""The black mug is gotten from CVPR.""]",B,The black mug is gotten from SIGGRAPH.,(B),B,The black mug is gotten from SIGGRAPH.,True,5,42,1.2398,
GPT4V-hard/5,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/5.JPG,outputs/contact_sheets/GPT4V-hard__5/gt_plus_8_irrelevant.jpg,"[2047.0, 1362.0, 266.0, 297.0]",2,At which conference did someone get that black mug?,"[""The black mug is gotten from NeurIPS."", ""The black mug is gotten from SIGGRAPH."", ""The black mug is gotten from ICCV."", ""The black mug is gotten from CVPR.""]",B,The black mug is gotten from SIGGRAPH.,(B),B,The black mug is gotten from SIGGRAPH.,True,9,42,1.2417,
GPT4V-hard/7,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,outputs/contact_sheets/GPT4V-hard__7/original_only.jpg,"[1998.0, 2182.0, 90.0, 157.0]",,"Based on the text on the glass cup, which university is it likely brought from?","[""The glass cup is likely brought from UC Berkeley."", ""The glass cup is likely brought from MIT."", ""The glass cup is likely brought from Stanford University."", ""The glass cup is likely brought from Carnegie Mellon University.""]",D,The glass cup is likely brought from Carnegie Mellon University.,D,D,The glass cup is likely brought from Carnegie Mellon University.,True,0,42,0.8104,
GPT4V-hard/7,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,outputs/contact_sheets/GPT4V-hard__7/gt_crop_only.jpg,"[1998.0, 2182.0, 90.0, 157.0]",1,"Based on the text on the glass cup, which university is it likely brought from?","[""The glass cup is likely brought from UC Berkeley."", ""The glass cup is likely brought from MIT."", ""The glass cup is likely brought from Stanford University."", ""The glass cup is likely brought from Carnegie Mellon University.""]",D,The glass cup is likely brought from Carnegie Mellon University.,(D),D,The glass cup is likely brought from Carnegie Mellon University.,True,1,42,1.0614,
GPT4V-hard/7,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,outputs/contact_sheets/GPT4V-hard__7/gt_plus_1_irrelevant.jpg,"[1998.0, 2182.0, 90.0, 157.0]",1,"Based on the text on the glass cup, which university is it likely brought from?","[""The glass cup is likely brought from UC Berkeley."", ""The glass cup is likely brought from MIT."", ""The glass cup is likely brought from Stanford University."", ""The glass cup is likely brought from Carnegie Mellon University.""]",D,The glass cup is likely brought from Carnegie Mellon University.,(D),D,The glass cup is likely brought from Carnegie Mellon University.,True,2,42,1.0639,
GPT4V-hard/7,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,outputs/contact_sheets/GPT4V-hard__7/gt_plus_4_irrelevant.jpg,"[1998.0, 2182.0, 90.0, 157.0]",5,"Based on the text on the glass cup, which university is it likely brought from?","[""The glass cup is likely brought from UC Berkeley."", ""The glass cup is likely brought from MIT."", ""The glass cup is likely brought from Stanford University."", ""The glass cup is likely brought from Carnegie Mellon University.""]",D,The glass cup is likely brought from Carnegie Mellon University.,(D),D,The glass cup is likely brought from Carnegie Mellon University.,True,5,42,1.2417,
GPT4V-hard/7,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/7.jpg,outputs/contact_sheets/GPT4V-hard__7/gt_plus_8_irrelevant.jpg,"[1998.0, 2182.0, 90.0, 157.0]",3,"Based on the text on the glass cup, which university is it likely brought from?","[""The glass cup is likely brought from UC Berkeley."", ""The glass cup is likely brought from MIT."", ""The glass cup is likely brought from Stanford University."", ""The glass cup is likely brought from Carnegie Mellon University.""]",D,The glass cup is likely brought from Carnegie Mellon University.,(D),D,The glass cup is likely brought from Carnegie Mellon University.,True,9,42,1.3848,
GPT4V-hard/8,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,outputs/contact_sheets/GPT4V-hard__8/original_only.jpg,"[2970.0, 1512.0, 235.0, 375.0]",,Where to buy a mug like this based on its logo?,"[""The mug can be bought from ThinkGeek."", ""The mug can be bought from Amazon."", ""The mug can be bought from Starbucks."", ""The mug can be bought from GameStop.""]",C,The mug can be bought from Starbucks.,A,A,The mug can be bought from ThinkGeek.,False,0,42,0.8117,
GPT4V-hard/8,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,outputs/contact_sheets/GPT4V-hard__8/gt_crop_only.jpg,"[2970.0, 1512.0, 235.0, 375.0]",1,Where to buy a mug like this based on its logo?,"[""The mug can be bought from ThinkGeek."", ""The mug can be bought from Amazon."", ""The mug can be bought from Starbucks."", ""The mug can be bought from GameStop.""]",C,The mug can be bought from Starbucks.,(C),C,The mug can be bought from Starbucks.,True,1,42,1.0571,
GPT4V-hard/8,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,outputs/contact_sheets/GPT4V-hard__8/gt_plus_1_irrelevant.jpg,"[2970.0, 1512.0, 235.0, 375.0]",1,Where to buy a mug like this based on its logo?,"[""The mug can be bought from ThinkGeek."", ""The mug can be bought from Amazon."", ""The mug can be bought from Starbucks."", ""The mug can be bought from GameStop.""]",C,The mug can be bought from Starbucks.,(C),C,The mug can be bought from Starbucks.,True,2,42,1.0576,
GPT4V-hard/8,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,outputs/contact_sheets/GPT4V-hard__8/gt_plus_4_irrelevant.jpg,"[2970.0, 1512.0, 235.0, 375.0]",3,Where to buy a mug like this based on its logo?,"[""The mug can be bought from ThinkGeek."", ""The mug can be bought from Amazon."", ""The mug can be bought from Starbucks."", ""The mug can be bought from GameStop.""]",C,The mug can be bought from Starbucks.,(A),A,The mug can be bought from ThinkGeek.,False,5,42,1.2459,
GPT4V-hard/8,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/GPT4V-hard/8.webp,outputs/contact_sheets/GPT4V-hard__8/gt_plus_8_irrelevant.jpg,"[2970.0, 1512.0, 235.0, 375.0]",8,Where to buy a mug like this based on its logo?,"[""The mug can be bought from ThinkGeek."", ""The mug can be bought from Amazon."", ""The mug can be bought from Starbucks."", ""The mug can be bought from GameStop.""]",C,The mug can be bought from Starbucks.,A,A,The mug can be bought from ThinkGeek.,False,9,42,1.2123,
OCR/sa_17012,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,outputs/contact_sheets/OCR__sa_17012/original_only.jpg,"[751.0, 1819.0, 195.0, 224.0]",,What is the brand of the bag?,"[""The brand of the bag is KIRSH."", ""The brand of the bag is Prada."", ""The brand of the bag is Coach."", ""The brand of the bag is Gucci.""]",A,The brand of the bag is KIRSH.,A,A,The brand of the bag is KIRSH.,True,0,42,0.8187,
OCR/sa_17012,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,outputs/contact_sheets/OCR__sa_17012/gt_crop_only.jpg,"[751.0, 1819.0, 195.0, 224.0]",1,What is the brand of the bag?,"[""The brand of the bag is KIRSH."", ""The brand of the bag is Prada."", ""The brand of the bag is Coach."", ""The brand of the bag is Gucci.""]",A,The brand of the bag is KIRSH.,(A),A,The brand of the bag is KIRSH.,True,1,42,1.0534,
OCR/sa_17012,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,outputs/contact_sheets/OCR__sa_17012/gt_plus_1_irrelevant.jpg,"[751.0, 1819.0, 195.0, 224.0]",2,What is the brand of the bag?,"[""The brand of the bag is KIRSH."", ""The brand of the bag is Prada."", ""The brand of the bag is Coach."", ""The brand of the bag is Gucci.""]",A,The brand of the bag is KIRSH.,(A),A,The brand of the bag is KIRSH.,True,2,42,1.0503,
OCR/sa_17012,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,outputs/contact_sheets/OCR__sa_17012/gt_plus_4_irrelevant.jpg,"[751.0, 1819.0, 195.0, 224.0]",1,What is the brand of the bag?,"[""The brand of the bag is KIRSH."", ""The brand of the bag is Prada."", ""The brand of the bag is Coach."", ""The brand of the bag is Gucci.""]",A,The brand of the bag is KIRSH.,(A),A,The brand of the bag is KIRSH.,True,5,42,1.2447,
OCR/sa_17012,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17012.jpg,outputs/contact_sheets/OCR__sa_17012/gt_plus_8_irrelevant.jpg,"[751.0, 1819.0, 195.0, 224.0]",9,What is the brand of the bag?,"[""The brand of the bag is KIRSH."", ""The brand of the bag is Prada."", ""The brand of the bag is Coach."", ""The brand of the bag is Gucci.""]",A,The brand of the bag is KIRSH.,(A),A,The brand of the bag is KIRSH.,True,9,42,1.2438,
OCR/sa_17063,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg,outputs/contact_sheets/OCR__sa_17063/original_only.jpg,"[887.0, 751.0, 154.0, 42.0]",,Tell me the number on the traffic light.,"[""The number on the traffic light is 19."", ""The number on the traffic light is 91."", ""The number on the traffic light is 11."", ""The number on the traffic light is 1.""]",A,The number on the traffic light is 19.,(A),A,The number on the traffic light is 19.,True,0,42,0.8464,
OCR/sa_17063,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg,outputs/contact_sheets/OCR__sa_17063/gt_crop_only.jpg,"[887.0, 751.0, 154.0, 42.0]",1,Tell me the number on the traffic light.,"[""The number on the traffic light is 19."", ""The number on the traffic light is 91."", ""The number on the traffic light is 11."", ""The number on the traffic light is 1.""]",A,The number on the traffic light is 19.,(A),A,The number on the traffic light is 19.,True,1,42,1.0483,
OCR/sa_17063,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg,outputs/contact_sheets/OCR__sa_17063/gt_plus_1_irrelevant.jpg,"[887.0, 751.0, 154.0, 42.0]",2,Tell me the number on the traffic light.,"[""The number on the traffic light is 19."", ""The number on the traffic light is 91."", ""The number on the traffic light is 11."", ""The number on the traffic light is 1.""]",A,The number on the traffic light is 19.,(A),A,The number on the traffic light is 19.,True,2,42,1.0563,
OCR/sa_17063,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg,outputs/contact_sheets/OCR__sa_17063/gt_plus_4_irrelevant.jpg,"[887.0, 751.0, 154.0, 42.0]",5,Tell me the number on the traffic light.,"[""The number on the traffic light is 19."", ""The number on the traffic light is 91."", ""The number on the traffic light is 11."", ""The number on the traffic light is 1.""]",A,The number on the traffic light is 19.,(A),A,The number on the traffic light is 19.,True,5,42,1.2444,
OCR/sa_17063,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_17063.jpg,outputs/contact_sheets/OCR__sa_17063/gt_plus_8_irrelevant.jpg,"[887.0, 751.0, 154.0, 42.0]",6,Tell me the number on the traffic light.,"[""The number on the traffic light is 19."", ""The number on the traffic light is 91."", ""The number on the traffic light is 11."", ""The number on the traffic light is 1.""]",A,The number on the traffic light is 19.,(A),A,The number on the traffic light is 19.,True,9,42,1.2386,
OCR/sa_18172,original_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg,outputs/contact_sheets/OCR__sa_18172/original_only.jpg,"[662.0, 947.0, 378.0, 87.0]",,Tell me the number on the boat.,"[""The number printed on the boat is K12."", ""The number printed on the boat is K11."", ""The number printed on the boat is K102."", ""The number printed on the boat is K120.""]",A,The number printed on the boat is K12.,(A),A,The number printed on the boat is K12.,True,0,42,0.8444,
OCR/sa_18172,gt_crop_only,0,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg,outputs/contact_sheets/OCR__sa_18172/gt_crop_only.jpg,"[662.0, 947.0, 378.0, 87.0]",1,Tell me the number on the boat.,"[""The number printed on the boat is K12."", ""The number printed on the boat is K11."", ""The number printed on the boat is K102."", ""The number printed on the boat is K120.""]",A,The number printed on the boat is K12.,(A),A,The number printed on the boat is K12.,True,1,42,1.0457,
OCR/sa_18172,gt_plus_1_irrelevant,1,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg,outputs/contact_sheets/OCR__sa_18172/gt_plus_1_irrelevant.jpg,"[662.0, 947.0, 378.0, 87.0]",1,Tell me the number on the boat.,"[""The number printed on the boat is K12."", ""The number printed on the boat is K11."", ""The number printed on the boat is K102."", ""The number printed on the boat is K120.""]",A,The number printed on the boat is K12.,(A),A,The number printed on the boat is K12.,True,2,42,1.0500,
OCR/sa_18172,gt_plus_4_irrelevant,4,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg,outputs/contact_sheets/OCR__sa_18172/gt_plus_4_irrelevant.jpg,"[662.0, 947.0, 378.0, 87.0]",2,Tell me the number on the boat.,"[""The number printed on the boat is K12."", ""The number printed on the boat is K11."", ""The number printed on the boat is K102."", ""The number printed on the boat is K120.""]",A,The number printed on the boat is K12.,(A),A,The number printed on the boat is K12.,True,5,42,1.2393,
OCR/sa_18172,gt_plus_8_irrelevant,8,/home/songzhoujie/cvpr27/vstar/data/vstar_bench/OCR/sa_18172.jpg,outputs/contact_sheets/OCR__sa_18172/gt_plus_8_irrelevant.jpg,"[662.0, 947.0, 378.0, 87.0]",4,Tell me the number on the boat.,"[""The number printed on the boat is K12."", ""The number printed on the boat is K11."", ""The number printed on the boat is K102."", ""The number printed on the boat is K120.""]",A,The number printed on the boat is K12.,(A),A,The number printed on the boat is K12.,True,9,42,1.2420,
