sample_id,question,category,gt_answer,final_answer,status,stop_reason,num_rounds,num_crops,runtime_seconds,total_output_tokens,peak_gpu_memory_mb,first_gt_coverage_10_turn,ever_gt_coverage_10_hit,raw_exact_match,official_normalized_match,official_judge_used,official_judge_result,official_judge_pending,official_final_correct,official_final_is_lower_bound
TPROMPT3b824b5818d8,What is the doll above the large orange-yellow book on the bookshelf?,Entity Recognition,Shiro,The doll above the large orange-yellow book on the bookshelf is a red robot or action figure.,completed,answer,5,4,21.73366865888238,664,16653.02294921875,1,True,False,False,True,False,False,False,False
TPROMPT98d34d3f2f7e,What is the heart-shaped object in the picture?,Entity Recognition,Mirror,The heart-shaped object in the picture is pink and balloon-like.,completed,answer,4,3,17.14188400283456,477,16629.81103515625,1,True,False,False,True,False,False,False,False
TPROMPT8e6275084324,What item is hanging around the neck of the girl wearing a light blue top and with her hair tied up?,Entity Recognition,Over-ear headphones,,completed,image_or_turn_cap,12,11,65.06113319657743,1818,17224.2197265625,,False,False,False,True,,False,False,False
TPROMPTe31648324dbb,What is the object on Squidward's head in the picture?,Entity Recognition,A hat,The object on Squidward's head is a hat.,completed,answer,5,4,18.38063257560134,566,16536.341796875,1,True,False,False,True,True,False,True,False
TPROMPT590724952722,What is Nailong facing?,Entity Recognition,Hair roller,The character is facing forward.,completed,answer,7,6,28.576303532347083,873,16721.04150390625,,False,False,False,True,False,False,False,False
TPROMPT5e284ebedfca,What is to the right of Kirby in the picture?,Entity Recognition,Rotary dial telephone,"A pink plush toy, which appears to be Kirby, is to the right of the white bunny pillow.",completed,answer,4,3,15.801495935767889,411,16658.64697265625,1,True,False,False,True,False,False,False,False
TPROMPTa720ecb7da24,What is the small green item on the middle table?,Entity Recognition,Bottle opener,The small green item on the middle table appears to be a piece of broccoli.,completed,answer,9,8,39.531976498663425,1103,16879.91748046875,,False,False,False,True,False,False,False,False
TPROMPTe0cbbf2620d3,What is the cartoon figure inside the shopping cart in the picture?,Entity Recognition,Dog (Shiro),,completed,image_or_turn_cap,12,11,44.641059098765254,1184,16903.271484375,,False,False,False,True,,False,False,False
TPROMPTee601cf57b9c,What is the tool being held by the rabbit in the picture?,Entity Recognition,grocery basket,The rabbit is holding a pair of scissors.,completed,answer,4,3,13.639411486685276,410,16503.04248046875,1,True,False,False,True,False,False,False,False
TPROMPTb5a4994265ab,What is the tool with three holes in the picture?,Entity Recognition,Wrench,"The tool with three holes is a type of bit or cutter, possibly a router bit.",completed,answer,5,4,29.688008408993483,542,17433.10546875,1,True,False,False,True,False,False,False,False
TPROMPT0ac61557657c,What building number is the first building to the bottom left of Building '31栋' in the picture?,Spatial Relationship,22栋,,completed,image_or_turn_cap,12,11,101.49658071622252,1415,19458.611328125,3,True,False,False,True,,False,False,False
TPROMPTe057ae3a7d46,What is to the right of the green stool in the picture?,Spatial Relationship,A blue stool,,completed,image_or_turn_cap,12,11,84.67699872143567,1405,18381.97412109375,,False,False,False,True,,False,False,False
TPROMPT6a40e4600d95,What is the second snack to the left of '黄瓜' in the picture?,Spatial Relationship,Tribute vegetable,,invalid,unparsed_model_output,6,5,76.87089075520635,2727,17097.10595703125,1,True,False,False,True,,False,False,False
TPROMPTb7d16105e70e,What is the name of the sixth book on the shelf below '朝花夕拾'?,Spatial Relationship,One Hundred Years of Solitude,,completed,image_or_turn_cap,12,11,73.56005848199129,2151,17462.80517578125,1,True,False,False,True,,False,False,False
TPROMPT6a75d7f11f8c,"On the signboard with the text '椰福居' in the picture, what is the second character (counting from top to bottom)?",Spatial Relationship,子,福,completed,answer,3,2,10.582368154078722,313,16442.15966796875,1,True,False,False,True,False,False,False,False
TPROMPT9cb8bd6915b4,What is the logo on the sign below the sign that says '典韵阁'?,Spatial Relationship,常楽,,completed,image_or_turn_cap,12,11,131.42058782279491,1689,21261.630859375,1,True,False,False,True,,False,False,False
TPROMPT642beb76b8d9,"In the picture, what is the second character to the right of '我有'?",Spatial Relationship,想,,completed,image_or_turn_cap,12,11,46.157444110140204,1072,17242.25,1,True,False,False,True,,False,False,False
TPROMPT4e84c67324b4,"Counting two rows directly up from '小麻花', what is the product?",Spatial Relationship,旺旺小小酥,,completed,image_or_turn_cap,12,11,72.69614719413221,1771,17479.35693359375,1,True,False,False,True,,False,False,False
TPROMPT3091df45580c,What is the name of the second book to the right of the book '红豺'?,Spatial Relationship,谈判,,completed,image_or_turn_cap,12,11,73.09502152353525,1445,17956.85791015625,,False,False,False,True,,False,False,False
TPROMPT44008887cd0a,"In the picture, what animal is above the giraffe with the blue background?",Spatial Relationship,Bird,,completed,image_or_turn_cap,12,11,65.06516173481941,1697,17277.44384765625,1,True,False,False,True,,False,False,False
TPROMPTc15623bda4f1,"In the third row below the '云南白药' toothpaste, what is the first complete product from left to right?",Spatial Relationship,Diaopai soap,,completed,image_or_turn_cap,12,11,62.25472474656999,1442,17388.60595703125,1,True,False,False,True,,False,False,False
TPROMPTddb07117b5a0,"In the picture, what is the text on the second row (counting from bottom to top) above the '黄焖鸡米饭' sign?",Spatial Relationship,薛记,老记,completed,answer,4,3,16.110857669264078,465,16571.3759765625,1,True,False,False,True,False,False,False,False
TPROMPT91f41b6832c0,What is the name of the fifth individually packaged snack to the left of the '蓝莓干' (dried blueberries)?,Spatial Relationship,果不其然,,completed,image_or_turn_cap,12,11,68.8161378391087,1952,17202.95263671875,1,True,False,False,True,,False,False,False
TPROMPTf580f92c43df,Find the person wearing green clothes in the picture. What is written to the upper right of his head?,Spatial Relationship,卤面,,completed,image_or_turn_cap,12,11,55.24380528181791,1301,17267.3916015625,1,True,False,False,True,,False,False,False
TPROMPTe2d55a4fcc6f,What is the nearest vehicle to the left of the barrier located at the bottom left of the no-entry sign in the picture?,Spatial Relationship,Bicycle,The nearest vehicle to the left of the barrier is a white car.,completed,answer,5,4,37.1802534442395,605,17979.673828125,1,True,False,False,True,False,False,False,False
TPROMPT762efc0e8ba7,What is the number in the tag to the right of the numerical tag directly above '桂花乌龙'?,Spatial Relationship,3.2,3.2,completed,answer,6,5,28.898716563358903,791,16846.44970703125,1,True,True,True,False,,False,True,False
TPROMPTffcbc8ce570f,"On the shelf in the picture, what is next to the snack packed in a black bag to the right of the '手撕素肉卷'?",Spatial Relationship,鱼豆腐,,completed,image_or_turn_cap,12,11,54.354471400380135,1483,17114.86962890625,1,True,False,False,True,,False,False,False
TPROMPTd27b2a205b7d,"In the picture, what is the fourth product from left to right on the first shelf below the '旺仔牛奶' (Wangzai Milk)?",Spatial Relationship,纯牛奶,,completed,image_or_turn_cap,12,11,60.47973324172199,1657,17196.50390625,1,True,False,False,True,,False,False,False
TPROMPT3876cff94d32,What is the doll directly above the third doll to the left of the Zhu Bajie doll holding in its hands?,Spatial Relationship,Carrot,,completed,image_or_turn_cap,12,11,74.66966529749334,2147,17364.2099609375,,False,False,False,True,,False,False,False
TPROMPTdaf58fe2a41d,"On the shelf with pink label backgrounds, what is the price of the rightmost product in the second row from the top?",Spatial Relationship,49.9,59,completed,answer,4,3,24.40930101275444,502,17400.72705078125,1,True,False,False,True,False,False,False,False
TPROMPT3c99cee2ee15,What is the pink animal on the same shelf as Doraemon?,Spatial Relationship,Swan,The pink animal on the same shelf as Doraemon is a pink bunny.,completed,answer,6,5,23.255186304450035,677,16596.79931640625,1,True,False,False,True,False,False,False,False
TPROMPTc8991bac3ee9,What is the object to the right of the eye drops?,Spatial Relationship,Desktop speakers,The object to the right of the eye drops is a white speaker.,completed,answer,4,3,15.043673237785697,454,16498.3984375,1,True,False,False,True,True,False,True,False
TPROMPTa9dc32957495,What is the triangular object to the left of the item below the whistle?,Spatial Relationship,Set square,The triangular object is a small yellow triangle.,completed,answer,4,3,15.846593219786882,499,16525.93896484375,1,True,False,False,True,False,False,False,False
TPROMPT31205a3f0a8d,"On the shelf where '洁柔' tissues are located, in the sixth row counting from bottom to top, what color is the first product from left to right?",Spatial Relationship,Black,,completed,image_or_turn_cap,12,11,93.30210373550653,2578,17597.12939453125,1,True,False,False,True,,False,False,False
TPROMPTf693f06204f0,"On the second shelf above the book '窗边的小豆豆' in the picture, what is the name of the second book from left to right?",Spatial Relationship,《白鹿原》,这个历史超有趣,completed,answer,4,3,23.350775780156255,507,17324.5888671875,1,True,False,False,True,False,False,False,False
TPROMPT7a75636a3b9d,"In the image, what is the second product to the right of the first product directly above the '原味阿萨姆奶茶'?",Spatial Relationship,营养快线,,completed,image_or_turn_cap,12,11,99.11091855354607,1769,18536.04052734375,,False,False,False,True,,False,False,False
TPROMPT4d38369995c3,"In the picture, what is the content of the signboard to the left of the '草鹿亭日式料理' sign?",Spatial Relationship,循回龙虾,,completed,image_or_turn_cap,12,11,66.01130986213684,1896,17201.81640625,1,True,False,False,True,,False,False,False
TPROMPT67091f5462b7,"In the picture, what are the characters below '我的英文'?",Spatial Relationship,唱玩大书,,completed,image_or_turn_cap,12,11,57.961928859353065,1490,17270.25634765625,1,True,False,False,True,,False,False,False
TPROMPTbb4cf0cc7859,What are the characters below '真冰真体验'?,Spatial Relationship,感受纯正滑冰运动,,completed,image_or_turn_cap,12,11,64.2063503395766,1790,17490.9072265625,,False,False,False,True,,False,False,False
TPROMPTb85097d0357f,Which book is above '一朵桔梗花' in the picture?,Spatial Relationship,《向日葵不开的夏天》,情深深雨濛濛,completed,answer,7,6,29.097094599157572,863,16783.17138671875,3,True,False,False,True,False,False,False,False
TPROMPTc7c603ad3a9e,What are the words above '萍姐火锅' in the picture?,Spatial Relationship,ping sister hot pot,,completed,image_or_turn_cap,12,11,48.70279056765139,1338,17057.91162109375,1,True,False,False,True,,False,False,False
TPROMPTdcc8e5320bb5,What is the product to the bottom right of the '上好佳鲜虾条' in the picture?,Spatial Relationship,'真实惠金虾条',妙脆角,completed,answer,3,2,12.514414297416806,369,16444.04345703125,,False,False,False,True,False,False,False,False
TPROMPT91b74119b23b,What is the 3rd book above '萤'?,Spatial Relationship,《鹿川有许多粪》,,completed,image_or_turn_cap,12,11,77.21900813654065,1911,18015.84326171875,10,True,False,False,True,,False,False,False
TPROMPTd79d39cab392,What are the two characters below '遇' in the picture?,Spatial Relationship,五花,,completed,image_or_turn_cap,12,11,68.26525161601603,1679,17661.126953125,2,True,False,False,True,,False,False,False
TPROMPT038b4987f2c1,What is the word below 'LANE' in the picture?,Spatial Relationship,ENDS,,completed,image_or_turn_cap,12,11,47.93458134122193,1176,17244.59912109375,1,True,False,False,True,,False,False,False
TPROMPTcc36d493e6fa,What is to the right of the peach jelly?,Spatial Relationship,Apple-flavored jelly,Orange juice,completed,answer,4,3,22.863216128200293,559,17051.4248046875,,False,False,False,True,False,False,False,False
TPROMPT38ac7fbf9141,"In the picture, what is the text written on the line above 'HKG'?",Spatial Relationship,China,Civil Procedure in Hong Kong,completed,answer,5,4,19.489232083782554,510,16803.92822265625,,False,False,False,True,False,False,False,False
TPROMPT827cb614e2d9,What is the smaller line of text to the left of the Chinese knot?,OCR Recognition,北京烤鸭店,,completed,image_or_turn_cap,12,11,42.005711518228054,1160,16858.91015625,,False,False,False,True,,False,False,False
TPROMPTbcd9c95a3af1,Please help me extract the phone number located at the bottom-left of the white leftward arrow.,OCR Recognition,01003885002,,completed,image_or_turn_cap,12,11,52.00847406499088,1380,17102.13427734375,1,True,False,False,True,,False,False,False
TPROMPTbbf9cdc186ad,Which characters are written on the blue-background sign above the train in the image?,OCR Recognition,陳麻花,,completed,image_or_turn_cap,12,11,54.547835905104876,1382,17175.236328125,1,True,False,False,True,,False,False,False
TPROMPT5f31b3a5e452,"On the sign with the three characters '工具箱', what are the last two characters? I can't see clearly because it is too far away.",OCR Recognition,工程,,completed,image_or_turn_cap,12,11,52.33673474192619,1319,17266.0732421875,,False,False,False,True,,False,False,False
TPROMPT72757d5fd7cc,Please tell me what the two characters before the Chinese character '鸡' in the image are?,OCR Recognition,钵钵,,completed,image_or_turn_cap,12,11,61.15106088668108,1531,17569.93408203125,1,True,False,False,True,,False,False,False
TPROMPTa9fc22a7914a,What are the last two characters on the red-background sign to the top right of '音樂長廊' (written in traditional characters)?,OCR Recognition,故事,,completed,image_or_turn_cap,12,11,62.75488827936351,1743,17318.6064453125,,False,False,False,True,,False,False,False
TPROMPTfa444cc289b4,What are the English letters above the white arrow with a red background?,OCR Recognition,PEDESTRIA,,completed,image_or_turn_cap,12,11,48.975284000858665,1373,16902.44873046875,,False,False,False,True,,False,False,False
TPROMPT9c0f30434600,"The four characters following the small text '精品服装' are blurry, please help me identify them.",OCR Recognition,请上五楼,,completed,image_or_turn_cap,12,11,68.88196433335543,1778,17603.73193359375,3,True,False,False,True,,False,False,False
TPROMPTef9011c29ddb,The two digits before the number '54' in the image are too blurry. Could you help me check what those numbers are?,OCR Recognition,18,,completed,image_or_turn_cap,12,11,74.39946292154491,2095,17523.59912109375,3,True,False,False,True,,False,False,False
TPROMPT76d13ba158b2,There is a line of English text above the little bear wearing green; please extract it for me.,OCR Recognition,Bakery & Desserts,,completed,image_or_turn_cap,12,11,52.210078755393624,1482,17079.37158203125,5,True,False,False,True,,False,False,False
TPROMPT684691f534ff,"You can see the letters 'YAUCHEUNGNADUCHAP', right? There is some other English text to the right that I'm not sure about. Please help me extract it.",OCR Recognition,Shipside Hearth Ballad,"Yes, I can see the letters 'YAUCHEUNGNADUCHAP'. To the right of it, there is some other English text which is 'Shipside Health Ballet'.",completed,answer,3,2,12.13653034903109,362,16445.2529296875,1,True,False,False,True,False,False,False,False
TPROMPT110d99998616,"There are three characters to the right of '汉武帝', what are they?",OCR Recognition,永乐帝,,completed,image_or_turn_cap,12,11,56.20962401479483,1489,17256.0029296875,,False,False,False,True,,False,False,False
TPROMPT6064c9a5c9cc,Did you see the numbers below 'bo'? What are they?,OCR Recognition,2814,,completed,image_or_turn_cap,12,11,53.70466304011643,1442,17077.7109375,1,True,False,False,True,,False,False,False
TPROMPT947d23b267c1,"There are numbers to the right of '011', can you help me find them?",OCR Recognition,97368443,,completed,image_or_turn_cap,12,11,65.0949186552316,1865,17228.6689453125,,False,False,False,True,,False,False,False
TPROMPT4d9300e23732,Please tell me what characters are to the right of the white left-pointing arrow with a purple background.,OCR Recognition,4楼,,completed,image_or_turn_cap,12,11,68.47414052672684,1790,17694.58154296875,,False,False,False,True,,False,False,False
TPROMPT732a4ca03c30,Can you tell me what is on the red sign to the right of the 'CHEESE' sign?,OCR Recognition,Lodbrokes,,oom,oom,12,11,167.77439907193184,1920,22383.65087890625,2,True,False,False,True,,False,False,False
TPROMPT8b7f32c7243b,What is the text content of the first row within the red area at the top of the sign on the street lamp in the picture?,OCR Recognition,TOW-AWAY,,completed,image_or_turn_cap,12,11,121.74088234640658,1722,20849.2685546875,1,True,False,False,True,,False,False,False
TPROMPT776fb7077320,"In the picture, what is the content after 'CALL'?",OCR Recognition,7044455524,704455532,completed,answer,2,1,5.883900178596377,191,16264.12841796875,1,True,False,False,True,False,False,False,False
TPROMPT14874df56003,What is the content of the illuminated text below the yogurt icon on the sign?,OCR Recognition,酸奶,,completed,image_or_turn_cap,12,11,52.01715719513595,1382,17193.65087890625,1,True,False,False,True,,False,False,False
TPROMPT61640b7174a0,What is the text content displayed below the vertically arranged '瓷器' in the picture?,OCR Recognition,零售,936 Huang Hao,completed,answer,6,5,56.90891033038497,780,19135.55126953125,2,True,False,False,True,False,False,False,False
TPROMPT143eb4f78ae5,What is the phone number at the very bottom of the signboard with the content 'TK. SEJATI'?,OCR Recognition,0901223745,0901-228-748,completed,answer,4,3,20.23122147656977,482,17062.49853515625,1,True,False,False,True,False,False,False,False
TPROMPTd83b61a6a489,"Below the red traditional characters '真鲜', what is the simplified Chinese content corresponding to the black traditional characters?",OCR Recognition,生鱼片专卖,,oom,oom,11,10,134.38086781464517,1462,21786.2880859375,,False,False,False,True,,False,False,False
TPROMPTe6d5d67c90a4,"On the sign titled '姊妹', what is the text content in the first row below it?",OCR Recognition,服装修改,服裝修改,completed,answer,7,6,55.19293424487114,796,18855.259765625,4,True,False,True,False,,False,True,False
TPROMPT4163826dc1ac,There is a model car in the picture. Please tell me what color it is.,Color Recognition,Brown,,completed,image_or_turn_cap,12,11,61.387792985886335,1316,17504.6435546875,,False,False,False,True,,False,False,False
TPROMPT6f5246e7919d,"Did you notice the characters '外酥里嫩'? Quick, tell me what color they are.",Color Recognition,White,,oom,oom,11,10,125.546073731035,1197,21873.23486328125,2,True,False,False,True,,False,False,False
TPROMPTbf126167495a,Please find the glasses in the picture and describe the color of their frames.,Color Recognition,Pink,The glasses in the picture have red frames.,completed,answer,4,3,25.696862019598484,478,17782.15478515625,,False,False,False,True,False,False,False,False
TPROMPT082e2ab8ca3f,"In the picture, there is a utility knife with its blade retracted. What colors are on this utility knife?",Color Recognition,White and purple,,oom,oom,12,11,166.38324371166527,1662,22357.8349609375,1,True,False,False,True,,False,False,False
TPROMPTce33bd920c2d,"In this picture, what color are the clothes worn by the black Eggy character?",Color Recognition,Blue,,completed,image_or_turn_cap,12,11,49.2509895041585,1236,17063.91357421875,1,True,False,False,True,,False,False,False
TPROMPTbf5dc4466ea8,Did you notice that there is a lamp in the picture that is not turned on? What color is its lampshade?,Color Recognition,Black,,completed,image_or_turn_cap,12,11,144.6264832355082,1963,21816.91015625,1,True,False,False,True,,False,False,False
TPROMPTc8292fc01cf4,"Quickly tell me, what color is that hollow star-shaped object in the picture?",Color Recognition,Silver,The hollow star-shaped object is yellow.,completed,answer,4,3,18.989495990797877,450,17029.54443359375,,False,False,False,True,False,False,False,False
TPROMPTf84357322ce5,What color is the cap of the seasoning bottle to the left of the seasoning bottle with the white cap?,Color Recognition,Yellow,The cap of the seasoning bottle to the left of the one with the white cap is blue.,completed,answer,4,3,16.265870274975896,513,16485.24267578125,,False,False,False,True,False,False,False,False
TPROMPT1f1fba410196,Please tell me the color of the word 'regina'.,Color Recognition,Green,black,completed,answer,5,4,32.971949541941285,529,18109.435546875,2,True,False,False,True,False,False,False,False
TPROMPT48df9787dcba,"In the picture, what color shoes is the person with red clothes tied around their waist wearing?",Color Recognition,Blue,The person with red clothes tied around their waist is wearing red shoes.,completed,answer,6,5,36.258185524493456,634,18028.2294921875,3,True,False,False,True,False,False,False,False
TPROMPTa3f0d7e22800,What color is 'INTERSTATE' in the picture?,Color Recognition,Black,white,completed,answer,3,2,14.881489291787148,317,17109.51318359375,1,True,False,False,True,False,False,False,False
TPROMPT47ffd9aff6a5,"In the picture, what color are the characters '金の目'?",Color Recognition,Black,,completed,image_or_turn_cap,12,11,89.7236654330045,1979,18002.6123046875,,False,False,False,True,,False,False,False
TPROMPT2f7b35f34328,"In the picture, there is a cup with a green handle. What is the main color of the cup to its right?",Color Recognition,Yellow,yellow,completed,answer,8,7,67.86690890043974,1100,19052.3828125,5,True,False,True,False,,False,True,False
TPROMPTecc803d3a795,"There is a person wearing a yellow top in the picture. Can you tell me what color clothing the person to his left, on the right side of the frame, is wearing?",Color Recognition,Black,The person to the left of the person wearing a yellow top is wearing a black top.,completed,answer,5,4,32.161753345280886,621,17906.796875,,False,False,False,True,True,False,True,False
TPROMPTcf704e168a0c,There is a bottle with a cap that has a green background and white spots. Can you tell the background color of the cap to its left?,Color Recognition,Red,blue,completed,answer,4,3,21.09512186422944,493,17179.4990234375,,False,False,False,True,False,False,False,False
TPROMPTf0701c9a52c1,What color clothes is the person wearing a dark blue hat and denim shorts wearing?,Color Recognition,Pink,,invalid,unparsed_model_output,4,3,72.0112454276532,2414,17326.5234375,,False,False,False,True,,False,False,False
TPROMPT93014e1d8303,Please tell me what color the frame of the mirror in the picture is?,Color Recognition,Pink,The frame of the mirror is black.,completed,answer,2,1,6.371976159512997,187,16422.8876953125,,False,False,False,True,False,False,False,False
TPROMPT92ccc3e205b9,What color top is the person wearing an orange short skirt wearing?,Color Recognition,White,The person wearing an orange short skirt is wearing a blue top.,completed,answer,5,4,34.12714399956167,531,18292.3251953125,2,True,False,False,True,False,False,False,False
TPROMPT2704cc287a78,Could you help me check the color of the characters '39939' in the image?,Color Recognition,Black,The color of the characters '39939' is black.,completed,answer,4,3,24.316383274272084,450,17481.9013671875,1,True,False,False,True,True,False,True,False
TPROMPT3548aa15300e,Help me look at the color of the characters '入口' below the right-pointing arrow in the image.,Color Recognition,Black,black,completed,answer,7,6,44.13089272752404,802,18293.650390625,5,True,False,True,False,,False,True,False
TPROMPT59892e5d6946,Help me see what item is placed to the left of the TV?,Entity Recognition,Flower pot,,completed,image_or_turn_cap,12,11,71.08914565853775,2232,17144.78125,1,True,False,False,True,,False,False,False
TPROMPT9309f58a65aa,What is the red and white striped object to the left of the traffic police officer?,Entity Recognition,Traffic cone,,completed,image_or_turn_cap,12,11,57.750456212088466,1658,17031.05712890625,1,True,False,False,True,,False,False,False
TPROMPT31a0621e1bbc,What color is the box to the left of the Crayon Shin-chan toy?,Color Recognition,Blue,The box to the left of the Crayon Shin-chan toy is blue.,completed,answer,3,2,15.840155957266688,396,16999.845703125,1,True,False,False,True,True,False,True,False
TPROMPT5f40e3f3825d,Do you know what is placed on the orange-covered book in the picture?,Entity Recognition,Camera,,completed,image_or_turn_cap,12,11,75.69257590733469,1578,18144.60546875,1,True,False,False,True,,False,False,False
TPROMPT19d01b3ff8c1,What is the white object to the left of the slotted spoon in the picture?,Entity Recognition,Peeler,The white object to the left of the slotted spoon is a white spatula.,completed,answer,6,5,31.20076664723456,942,16866.326171875,1,True,False,False,True,False,False,False,False
TPROMPTf5f6e669b005,What is the item to the left of the remote control? I'm a bit unsure.,Entity Recognition,A small retro-style speaker,,completed,image_or_turn_cap,12,11,48.422837087884545,1277,17120.544921875,,False,False,False,True,,False,False,False
TPROMPTc602c59d4cf3,The room is so cluttered; help me see what the white object immediately to the bottom left of the cup with the bow pattern is?,Entity Recognition,Mobile phone,The white object immediately to the bottom left of the cup with the bow pattern is a white computer mouse.,completed,answer,4,3,15.551152853295207,484,16538.9013671875,1,True,False,False,True,False,False,False,False
TPROMPT48a9328fd3f6,"Seeing the camera on the wooden stand, what is the item on the same stand as the camera?",Entity Recognition,Watch,The item on the same stand as the camera is a vintage radio or tape recorder.,completed,answer,6,5,24.688730236142874,768,16619.56689453125,1,True,False,False,True,False,False,False,False
TPROMPTe2ae8879903b,"I can't see clearly what is placed to the right of the headphones in the picture, can you tell me what it is?",Entity Recognition,Remote control,,completed,image_or_turn_cap,12,11,78.17330309003592,2352,17387.9072265625,1,True,False,False,True,,False,False,False
TPROMPTfdeca2460585,What is to the right of the sandwich figure? It's a bit hard to see.,Entity Recognition,Hamburger charm,"To the right of the sandwich figure, there is a toy hamburger.",completed,answer,2,1,6.20933585613966,186,16384.078125,1,True,False,False,True,True,False,True,False
TPROMPT290bead25899,"In the picture, who is wearing red clothes and located at the bottom right of SpongeBob?",Entity Recognition,Winnie the Pooh,,completed,image_or_turn_cap,12,11,59.7204916626215,1855,17025.3662109375,1,True,False,False,True,,False,False,False
TPROMPTdfea3431f2e2,Can you tell me what color the item on the first tier of the two-tier shelf to the left of the fridge is?,Color Recognition,Beige and brown,pink,completed,answer,3,2,15.14290764182806,381,16916.09521484375,,False,False,False,True,False,False,False,False
TPROMPT4436defccde7,Can you identify objects? Please help me identify what the cat plushie in the picture is holding in its hands.,Entity Recognition,Guitar,,completed,image_or_turn_cap,12,11,70.89687267504632,1622,17651.98388671875,,False,False,False,True,,False,False,False
TPROMPT266023b2027b,There are two hair clips with cartoon decorations in the picture. Can you tell me what they are?,Entity Recognition,Hello Kitty and puppy decorations,,completed,image_or_turn_cap,12,11,103.87860722094774,1634,20001.71826171875,,False,False,False,True,,False,False,False
TPROMPT2300c13c0671,"There is a headphone box in the picture. To its left, there is a gray and black object. What is the name of this object?",Entity Recognition,Smartwatch,The object to the left of the headphones box is a camera.,completed,answer,5,4,25.75892584398389,563,17275.28564453125,1,True,False,False,True,False,False,False,False
TPROMPT46edefc49059,Could you help me identify the item? What is the object being held up by the elderly doll?,Entity Recognition,Smartwatch,,invalid,unparsed_model_output,6,5,80.17623633518815,2662,17363.3095703125,1,True,False,False,True,,False,False,False
TPROMPT2f6ab630f960,What is the number printed on the card deck's box?,OCR Recognition,979,,completed,image_or_turn_cap,12,11,146.64507539197803,1857,22360.419921875,1,True,False,False,True,,False,False,False
TPROMPT10fc1db354a2,What is the female doll with double buns holding in her hands?,Entity Recognition,A barbell,,invalid,unparsed_model_output,6,5,69.8048415966332,2749,16596.05322265625,,False,False,False,True,,False,False,False
TPROMPT4e789f57d216,What is the container holding the blue flowers?,Entity Recognition,Candle holder,The container holding the blue flowers is a white vase.,completed,answer,2,1,8.644578101113439,188,16863.41015625,1,True,False,False,True,False,False,False,False
TPROMPTf03553c35e90,Can you tell me what is behind that small piano?,Entity Recognition,Cello,,completed,image_or_turn_cap,12,11,99.89427636750042,1630,19665.28271484375,,False,False,False,True,,False,False,False
TPROMPTce2940009b7b,What color is the smartphone in the picture?,Color Recognition,White,The smartphone in the picture is pink.,completed,answer,2,1,6.076731426641345,178,16386.33056640625,,False,False,False,True,False,False,False,False
TPROMPT790db35716bc,"I see a yellow plate in the picture, what is inside that plate?",Entity Recognition,Small cakes,"The plate contains some dark, round fruits which appear to be grapes.",completed,answer,4,3,19.371562354266644,393,17231.5302734375,,False,False,False,True,False,False,False,False
TPROMPT3cc2cc870796,"Taking the horizontal orientation of the word 'CARROT' as a reference, what is the first pattern below it?",Entity Recognition,Carrot,The first pattern below the word 'CARROT' is a carrot.,completed,answer,4,3,20.85138501599431,431,17281.98974609375,1,True,False,False,True,True,False,True,False
TPROMPT397cfabc5668,What is the white line puppy in the picture holding with both hands?,Entity Recognition,A heart,,completed,image_or_turn_cap,12,11,52.49848394095898,1359,17096.28076171875,,False,False,False,True,,False,False,False
TPROMPT3e12bdceaf5f,"Did you notice, what is the horse with white hair on its head carrying on its back?",Entity Recognition,A strawberry,,completed,image_or_turn_cap,12,11,64.69643031619489,1632,17428.216796875,1,True,False,False,True,,False,False,False
TPROMPTa959e892eec9,"Could you tell me, what real-life entity is the hair clip above the one with star decorations shaped like?",Entity Recognition,Bone,,oom,oom,12,11,152.64681953936815,1530,22357.60791015625,3,True,False,False,True,,False,False,False
TPROMPT473e38c1eb2d,"In the row of text '你好，这是我的书包', what is the entity of the first charm located directly above the two characters '书包'?",Entity Recognition,Headphones,The entity of the first charm located directly above the two characters '书包' is a keychain with a picture of a girl.,completed,answer,6,5,35.31904864124954,844,17338.431640625,1,True,False,False,True,False,False,False,False
TPROMPT275ea85d1748,Could you help me check what is the first item to the right of the Pepsi?,Entity Recognition,Iced Tea,,completed,image_or_turn_cap,12,11,67.34350089542568,2078,17029.47412109375,1,True,False,False,True,,False,False,False
TPROMPTcb887313e74d,What is that light green object behind and to the left of the tallest plant?,Occluded Object Recognition,Trash bin,,completed,image_or_turn_cap,12,11,56.19851984269917,1604,17090.58935546875,,False,False,False,True,,False,False,False
TPROMPTf06acbe8b51e,What is the object in front of the boy in a white shirt and the girl in a white jacket and black shorts?,Occluded Object Recognition,Suitcase,The object in front of the boy in a white shirt and the girl in a white jacket and black shorts is a red fire hydrant.,completed,answer,3,2,11.423734659329057,362,16479.357421875,1,True,False,False,True,False,False,False,False
TPROMPT256ca214751e,What type of vehicle is indicated by the sign located above the signs with the numbers '7' and '12' in the image?,Occluded Object Recognition,Passenger car,,invalid,unparsed_model_output,5,4,70.95337127521634,2801,16658.60498046875,1,True,False,False,True,,False,False,False
TPROMPT294532df0b70,What is the driving status of the vehicles reflected in the convex mirror?,Occluded Object Recognition,Driving straight or turning left towards the intersection,,completed,image_or_turn_cap,12,11,56.0787251573056,1753,16932.28564453125,1,True,False,False,True,,False,False,False
