sample_id,baseline_status,baseline_answer_present,baseline_correct,num_prefix_crops,prefix_gt_hit,max_prefix_gt_coverage,first_gt_hit_crop_index,eligible,cohort,exclusion_reason
TPROMPT86f9fc4b4507,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT14acb1f8302e,completed,False,False,6,True,0.506578947368421,1,True,primary_prefix_hit,
TPROMPTfb3db478a89d,completed,True,True,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTf6d2b9edb7b2,completed,True,False,3,True,1.0,2,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT303869e65fa6,completed,True,False,2,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT3af283993b4f,completed,True,True,6,True,1.0,1,False,excluded,baseline_answer_present
TPROMPTf0730a4d99d6,completed,True,False,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT70cc4aa9b0ad,oom,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTf6a13a535901,completed,True,False,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT88392d5bae9d,invalid,False,False,4,True,1.0,1,False,excluded,fewer_than_6_successful_crops
TPROMPT4db4a1e6a431,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTd8cea30a3f40,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT77a09000c1fe,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTcf226d5030b8,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT6a35efbe56dd,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT5aefd2ab4c87,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT67850947f5da,completed,True,True,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT378b8f698c05,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPTf33ce6bcff4e,completed,True,False,5,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTc04e48bbc232,completed,True,True,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT9fae2cd40e06,completed,False,False,6,True,0.2318840579710145,1,True,primary_prefix_hit,
TPROMPT5013d9f0a3b0,completed,False,False,6,True,1.0,4,True,primary_prefix_hit,
TPROMPTdd3cd69fde68,completed,True,False,3,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTe1922b8f0404,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT1774720d97d9,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT8f6f95bc1628,completed,True,False,4,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT727f619343da,completed,True,False,4,False,0.0,,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTf8a94a9faedf,completed,False,False,6,True,1.0,3,True,primary_prefix_hit,
TPROMPTfcde76eaeb49,completed,True,False,6,True,1.0,2,False,excluded,baseline_answer_present
TPROMPTe1d8627867cc,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTe98c57cad61b,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT42a1f591e921,completed,True,False,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPTb8db929c9dcd,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT892be3409102,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPTa2697c72db83,completed,True,True,2,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT0000ab2db273,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT15c77d450686,completed,True,True,3,True,1.0,1,False,excluded,baseline_answer_present;fewer_than_6_successful_crops
TPROMPT9404003b799f,completed,False,False,6,True,1.0,3,True,primary_prefix_hit,
TPROMPTb47e9914e0a5,completed,False,False,6,True,1.0,2,True,primary_prefix_hit,
TPROMPT6eca86c3bd8c,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT08c724f096a1,completed,False,False,6,True,1.0,1,True,primary_prefix_hit,
TPROMPT6760aafeebfb,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
TPROMPT4636b72ec2d0,completed,False,False,6,False,0.0,,True,secondary_prefix_no_hit,
